,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS10c,SBS10d,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85,SBS86,SBS87,SBS88,SBS89,SBS90,SBS91,SBS92,SBS93,SBS94
0,0.001547147888202649,0.006227381820127831,0.11270942803535833,0.16173057766893795,0.11825462714440271,0.006563874331985353,0.004229456992748792,0.007636377217187351,0.021894546349862765,0.007893894698147608,0.14526925966436188,0.3960783901324688,0.6676508249604884,0.12684800236558091,0.6484785878939497,0.552600664957518,0.005243239396353183,0.015615970365494114,0.05119557547951592,0.2993109431806559,0.023899352088668113,0.03475392506671149,0.010837796406502953,0.7118225701297342,0.3845080456035874,0.012014928768942723,0.017028263164624025,0.005265269943281248,0.006783179848747323,0.003379529896176847,0.09852828117991086,0.17360079330810496,0.036440710640640805,0.022018728255476017,0.15752788566905518,0.13541348513214757,0.005189446102804585,0.020349009873932178,0.03294341870001172,0.02453482999336476,0.004551581269859106,0.06690659264411036,0.48432235239708343,0.04263730874891869,0.057579666957625064,0.06536642969616457,0.2287301954408416,0.07164983183501117,0.09838710441443987,0.010193164207523253,0.055061224292223265,0.11984470692247406,0.025626743136873742,0.01558659935087603,0.005529846116188231,0.012354511520009215,0.016896474946685225,0.017417121582589123,0.1046297483910189,0.010345643379314096,0.019452063377046747,0.015998732713204844,0.5871958058798156,0.040323702158977626,0.056525399369909746,0.03641239438063193,0.004189487336043407,0.005791188129677383,0.02326080926249685,0.03777084636839356,0.024573317553105545,0.0339770530261142,0.12400595795876757,0.022956787268297307,0.12383019949356178,0.0668394533973653,0.22159798473215842,0.05736549260283408
1,0.0032260594980444424,0.007034750209951479,0.16178950964936767,0.20043341094446776,0.16652531272230775,0.011285763517697167,0.008060384216033611,0.015605714395901193,0.08221955780114276,0.013583606817570648,0.18157533659474934,0.5542969151927208,0.7199805027563494,0.2329575100006357,0.6823006848508172,0.691983175337634,0.006051218950990589,0.024555535285471164,0.07900267624120705,0.3048094225265028,0.04080312956119769,0.07802693810176797,0.006938764449121448,0.12033230826520169,0.4475177679054544,0.0281956672894772,0.010313932353879007,0.004814264596807338,0.015198546281211422,0.012683464218163798,0.11994899147801019,0.17951632311069698,0.03580601931794947,0.025799267374274848,0.5603225232353256,0.17357644861050148,0.0282578633567373,0.04503505381322537,0.04260109950592639,0.03754943536809552,0.006773790677254254,0.08479290109139725,0.5757691797868918,0.15622543148144463,0.06176308254706642,0.11761114044629761,0.33147658424656856,0.3781598142247856,0.10546488703587886,0.018989809698742866,0.08195596646918524,0.15191909030461137,0.03234038893515656,0.031003433015438286,0.03603297441239661,0.023413495250282912,0.028964570766490172,0.049359132683759244,0.26677837281519023,0.019807443951378234,0.021322359536788293,0.09066701233319041,0.7203682480648983,0.2960301113457715,0.10474830441770744,0.007728373582621129,0.03640544901342058,0.03299850736494725,0.06302525293780448,0.06269499400359113,0.04981017901128593,0.2814841624985185,0.1731266176377686,0.039541422386518366,0.2524976475049532,0.09752959298416164,0.38866141160404943,0.09716251538466136
2,0.15770501404409853,0.2122756180117953,0.10004846530010336,0.03172707270966102,0.22958468975587354,0.14386695873278932,0.6943380101416633,0.5563147796326902,0.038827421504864956,0.05924353102266511,0.008218876843487544,0.05669454634857163,0.006551055800808503,0.7058038729980478,0.05867699213701627,0.015952611739193268,0.3452122282571706,0.0230098334744131,0.009193560184557525,0.013569434004301772,0.0697249456494643,0.019519086773288175,0.003115644082052338,0.002483065023122677,0.07725366880100137,0.07532248528495067,0.03183718443809358,0.022509176897798633,0.006291448269114319,0.10634560010173122,0.0551215348686771,0.11771290528366873,0.030237682745655747,0.028770651609056563,0.009769917245998516,0.048170426449197,0.39577347337323276,0.10487359210562675,0.1479093180038754,0.017677011474239723,0.00470210061139531,0.052655550453224564,0.02933812743644304,0.03870422704779608,0.019138217902688437,0.05803501058962457,0.16978129395993413,0.05118880514282165,0.1136574480061715,0.0032432257885482985,0.012757162161189384,0.0082395155030337,0.08023638859749616,0.11209601683301351,0.0009246019258448701,0.0020890355402544136,0.31695540493129704,0.02950657143214186,0.006844217950262799,0.033916818218111766,0.0033997615813785576,0.0206082706914662,0.001626259216216841,0.0675777160555655,0.0605329832071797,0.0008788695465083984,0.004096282510395843,0.07616239627892474,0.027538219712370138,0.07143386179417377,0.18022619366706416,0.027778498406352603,0.07721661368405242,0.004691810409142905,0.008968523119909144,0.10862895868567246,0.08584080759504353,0.12203960646933265
3,0.0023376033426205645,0.009334735232518376,0.13585315302337564,0.25576854655743975,0.15061990831861927,0.012898795396278584,0.00770805281319209,0.01589254289669706,0.0357321891500707,0.09698084547521824,0.23857237543651522,0.2518705982686783,0.9902120933521316,0.18171455569071826,0.8491476621302187,0.846922618400542,0.015416836612146212,0.07024394218540808,0.08793605747933853,0.4444547416713571,0.041499692990980885,0.06185608931665343,0.006190526086830461,0.013386867677019354,0.5750166842956188,0.017115068760488295,0.015012943915494237,0.07058339134061542,0.011376134185186015,0.01406289067500932,0.14589095724568146,0.21614874537709794,0.061523505468537465,0.03399750025541659,0.016015161937462774,0.22046382347711524,0.01093562083973687,0.03467807713657001,0.06239074294076541,0.05014734294574974,0.014976395582567137,0.09511760603897912,0.7478413676446527,0.08239570956472742,0.07201762244593135,0.08006076315795718,0.2564373976105909,0.08063018314736992,0.15020617150999183,0.022592041234543947,0.10204271895925865,0.18959465120325558,0.07606811071984576,0.035868829450739326,0.024250715695711578,0.023282838009620055,0.038463139300885296,0.03701418884873475,0.22402335088377856,0.011349700044830713,0.03443407334644866,0.027835608698361103,0.9004853035539123,0.06228491022049032,0.09311778913830526,0.014840245096435778,0.008874452577310454,0.026243718355335788,0.0681507704954778,0.056509119932738106,0.032198786981467276,0.07897068714404454,0.17676701870463785,0.013157445122803146,0.2380955549514956,0.13029095019586912,0.12035591199644591,0.09731160827617746
4,0.0008577804941460876,0.010026485339537317,0.11456705841415793,0.23038395900604391,0.1286314132608235,0.009373982875638176,0.0074615582090660215,0.012827749424887291,0.02808297492416778,0.03608852286536335,0.21025650375218086,0.24658406524317444,0.9758785982964998,0.17765160319323337,0.8182066754718256,0.790832726277074,0.013590335310092572,0.03265812976215243,0.07349171141522504,0.4416702936820548,0.03282649191078457,0.050024042114264256,0.00667978056726537,0.026106991151296666,0.5417480414263242,0.017133826758103043,0.008857002500263778,0.021413822778461822,0.006392888879930281,0.01067518611099405,0.12770594461245321,0.19266736141966956,0.02907491325316469,0.029087802093246573,0.04896855432182934,0.19522303211992376,0.009215505341887864,0.02793853624929432,0.05230747380627676,0.04172883053426868,0.004762751275612542,0.08845199660451075,0.7019600639606313,0.07003195924539041,0.06701054084039915,0.07030786275564627,0.2474233454607081,0.06873105707893656,0.1398781344338902,0.01228559624631509,0.08828723123655935,0.17229672123437434,0.03429525009307388,0.018193366343885464,0.00361667845435365,0.016836702096660328,0.020913013074181253,0.01590751312923966,0.13909052635450114,0.007655804821919521,0.02838454383813027,0.021986686343582362,0.8559838820489379,0.044193694112819815,0.08355177118448409,0.011928033122352022,0.00850944779738716,0.022666470915391757,0.03884454700684026,0.04789919839930512,0.025384751025882224,0.06537954356030817,0.15873016920882177,0.011063410711968147,0.17147964868502297,0.10389634277531246,0.10445402776549229,0.07115189711010739
5,0.15653284835559056,0.2847038384370745,0.11126073857657548,0.040215654472038564,0.2569568864958567,0.15129762340458253,0.6997233094508659,0.6025189112685302,0.03646559115082759,0.08543100347211019,0.015929133001871265,0.06306213124257043,0.02232850026045019,0.7680585261326978,0.0762668664638736,0.025456951097370117,0.41924712459148017,0.02547947775663717,0.009327764219645651,0.016883005985122712,0.07157177884064836,0.03730929560701646,0.002697610679935014,0.0020866260534111447,0.08089084366872545,0.11746963611737093,0.031901020336808084,0.017854022161704064,0.005100928821836659,0.1257675136187406,0.06085652515301221,0.13429967723567504,0.029048305018375964,0.032733988862430285,0.01000161468433991,0.0529099377247193,0.4065839667301959,0.11904969094443596,0.2075705868443818,0.020155367769546628,0.005205609397985422,0.06085960084441577,0.038517933821470396,0.04255451181854264,0.02196863061920562,0.06292838379541488,0.19833836427452456,0.06236397753843215,0.1341558591340969,0.002745799030590912,0.022761983920954076,0.01081773085889115,0.07559613204849613,0.17764596948605993,0.0007874767946220995,0.0021904954811204913,0.37872093159995845,0.07239535798622643,0.007436724789558702,0.03732696041830874,0.0029762706059635047,0.04067996903418325,0.007637896932468635,0.10066669651967552,0.24195059894518567,0.0019192425570789817,0.004778264477830918,0.10376534177148189,0.06726606174314831,0.08221345462628527,0.18784632542116542,0.028522867236821958,0.08930738717351328,0.006343243979585078,0.005643366831012742,0.13757874479813847,0.09546920897257127,0.13464465683872795
6,0.004437818847070396,0.05164574448151271,0.17358138722215655,0.2579276877277149,0.20080119983874167,0.029890014853231395,0.03250968950375055,0.044845694186548046,0.06825377194562343,0.04800218474976792,0.23877619701696795,0.40149191279706253,0.8750632757079059,0.2817285508584,0.8084011380396474,0.8091347213136856,0.05638672919495358,0.04978360187979547,0.09629360940170684,0.3785141470181218,0.06419622188955243,0.09254104440919109,0.008887231057617462,0.11158476944022078,0.5510914620515427,0.05780159972211185,0.023863908000444578,0.028139495432617512,0.011612445357080947,0.038606906148039855,0.16239309184357897,0.2250871062412041,0.05486293567101974,0.03480970514558024,0.4720835769798375,0.22514966279384652,0.04469638166511647,0.055184742346928606,0.09182192943588752,0.04829231423910141,0.019514238222311908,0.10065420049223783,0.704380823392592,0.13226574799611734,0.08352331005361135,0.11191998161498729,0.36391492529280467,0.28903217216939203,0.16371258709280856,0.024486708050547312,0.12090912578362323,0.19253571780734757,0.057072574396609066,0.07354603907255586,0.03873302955394242,0.03178103477681027,0.08172551664741601,0.0756303947472533,0.3099379861195467,0.032029361573520876,0.027293099953163202,0.08241618725581779,0.8516043304005488,0.29889365857566874,0.1981731844820328,0.014890722579933513,0.030209138516786527,0.07809925058648626,0.08743417389965735,0.06747140221956394,0.044765364573331023,0.23720459577575437,0.19299416852068574,0.02547595446105333,0.2885916346325962,0.14432423631471425,0.26105814918655845,0.12480924511090563
7,0.0022791811696546427,0.011001104970380426,0.11690975418116589,0.23731532784867104,0.13149366926273454,0.006889123575687828,0.007626358912142472,0.013821593823264422,0.03177897369976013,0.03324188729723487,0.21716379643802497,0.23297743480589594,0.9888865939246417,0.17985492925725843,0.8343159927189446,0.8071899329236959,0.010530109233763851,0.04328911823695192,0.07693490675987213,0.4439941231502369,0.030734492606386055,0.04986947476434933,0.006410203999438369,0.052965148805174445,0.5534751393996603,0.012939258633123396,0.01043724604903784,0.03048578757212772,0.005831850276011075,0.006277021982263542,0.128343580008069,0.2013158224259326,0.036385673665758955,0.029728062122487686,0.03102912929202195,0.20008517324115438,0.008561790001276104,0.02982313871981579,0.05048222363669452,0.04406811859681237,0.009170934650188922,0.08847497136085025,0.7177869430434385,0.06253162399570023,0.06955241521972033,0.06829972468835588,0.2414856362767418,0.06602730192630812,0.13707340785171462,0.01553581529340875,0.0883182945284845,0.17824545760452448,0.046054544550304,0.020268998749386924,0.007990181750576197,0.018540618786128893,0.024897403909295956,0.019973313810260684,0.1541388278854392,0.009092201662603494,0.029867681867417728,0.02531266968409729,0.871911939255936,0.05436907487848064,0.08746516940011728,0.012267745669239938,0.007035431815021309,0.012667065244835296,0.044700994100993374,0.047967332278737285,0.026442850143173713,0.06665708574150919,0.1596094520327137,0.011808690152267709,0.18436345725809344,0.10692480165548113,0.09716137515142231,0.07564735590293958
8,0.0006812549632264631,0.1552471565259811,0.13161439240529638,0.040238921262260585,0.1957652701309771,0.035331788226412475,0.7493763360394532,0.6054436270373408,0.055388063439815505,0.04240812668225147,0.006444024606602872,0.1084412665831268,0.008413005564421594,0.1265969391679207,0.05702075900500991,0.015253424797431858,0.46839290246371423,0.02055076469535877,0.009351844742743975,0.0020740132467537142,0.03151154345521845,0.022020477328405508,0.0022021464816712744,0.029332773971951998,0.055439213597331616,0.08046249625824897,0.032712322855315445,0.01192734342997448,0.007186184365741921,0.1314012110678242,0.06344375578110029,0.06048071935528432,0.02415486723013449,0.02296862804229982,0.1325222781913291,0.0022667657453830925,0.4717060797135846,0.10921933894343083,0.15501123056748678,0.010625456216041607,0.005043801414379323,0.06766495896164115,0.025801904778821272,0.04512882759547554,0.018766669876998043,0.05202964348102623,0.2208282040664038,0.09922773139090801,0.15039443137832298,0.003234966264352712,0.018229126554506814,0.006490820659934005,0.07390669271435946,0.1419025586214353,0.0011862311107213586,0.0013686250883579998,0.4121740590022793,0.013279488353430513,0.0065941589282897395,0.020076157950367546,0.0034590756494066177,0.029769239783172363,0.010464313366745137,0.13233197036529787,0.07730444544985648,0.0009363845115127889,0.009455714272971871,0.10353021341919666,0.032180397991041776,0.039869879369092476,0.03009383573497848,0.052971378386011514,0.08704287219257845,0.006944526640696891,0.003935191368468205,0.11619621123041679,0.09946178493521629,0.13152567135642645
9,0.20108164814024132,0.11870282978034319,0.41376907058595014,0.11920870265653238,0.5483293815314206,0.4904966406039293,0.5922471022536201,0.6872322242427658,0.15241902607278046,0.23807469852357244,0.11381658066937417,0.2740670077642592,0.023767196546414238,0.11985736507595424,0.17449853452514752,0.03337655360179603,0.68647817029873,0.31566665868563004,0.012765776121698824,0.05710318616050014,0.4502338627079363,0.14749920011410445,0.19019169350723442,0.011936251008740628,0.12598202048413676,0.41682131518998156,0.2367283302685651,0.22543801225815852,0.08573471743139394,0.6329814416361756,0.2410851863766964,0.3042146592975672,0.28779401863327714,0.13312871237487378,0.015562391517547236,0.07949135047088263,0.6386528404291123,0.44192535333207106,0.37529478770911084,0.1416124701900192,0.07588634056913413,0.27646731911587175,0.058341721112874945,0.3068802954853427,0.03553644027224834,0.1864300062235964,0.416210019824779,0.27186198613707924,0.644152475672187,0.05485877098622238,0.45221913298649175,0.01637556263970097,0.3387368532011914,0.21686652632357628,0.002132687623120244,0.004673288411897736,0.34894090796924704,0.1643659589656672,0.017384501373144068,0.08285810269197458,0.17040804395294962,0.063107071630921,0.014792208350270286,0.2581838936841967,0.2162248884580149,0.017691575974967844,0.021638010892204185,0.5298353807157267,0.22647720375065916,0.09564612527496386,0.24163118505189962,0.13407036579103182,0.2634883272338602,0.06675535776191843,0.015171217029999684,0.4647233672025799,0.34151838200925055,0.35123096471109516
10,0.0018702097181634292,0.009951462018910617,0.1482774431406647,0.13460592872522004,0.15515095770096055,0.006200354644403161,0.006604874238381631,0.018497988960062606,0.10447672018379128,0.05127721143694497,0.1306318417200638,0.4545916681197427,0.1276760552871089,0.17387194241147175,0.26931577619893754,0.3727668576723545,0.009672314542688909,0.050169886604967795,0.08646956236121472,0.021670825530409665,0.04607393434551399,0.08502837783165851,0.013348128192564701,0.18508683690949734,0.21712806516210925,0.022288242553805238,0.01572049375865414,0.023127510689527342,0.01158062226189227,0.008189849322200349,0.1078434771828366,0.1042659100496961,0.06498263862662579,0.014781391699140944,0.827364394801968,0.12648729968146233,0.03292027678643061,0.043597867759087805,0.0337266299982697,0.03676721730119015,0.018559914770889696,0.04355123255337823,0.28332790785010586,0.1917212141561645,0.04288335734029136,0.11058423756384494,0.32839225761734137,0.43834096193290595,0.032664346541291245,0.02934770898392791,0.05379878445454678,0.10652684933846435,0.06397059797085014,0.06422696124603544,0.09302697235809876,0.035309100742369814,0.06246085225316578,0.10826432298414235,0.5079314183321059,0.032159278415522685,0.01327308187060039,0.1117775089883889,0.3280165488170549,0.4723230265026763,0.12280608688018257,0.0036799176352766416,0.048189149771847184,0.032781792291250444,0.10175352906348112,0.04625849161201534,0.039067396561363266,0.35395205713852673,0.12235235192325977,0.03569469131601688,0.3809023043711137,0.0844920365298849,0.36068583223985795,0.12848119206911524
