7.076938499690997586e-02,1.423995234534532195e-01,1.041929520876703485e-01,5.570051745861458875e-02,6.638637878205197462e-02,1.035165475758508813e-01,7.279287283420721177e-02,1.059514451819317318e-02,3.741151779430660490e-02,1.568548723365550679e-01,2.370573833215229576e-02,1.268267637187340535e-01,9.405010558722520786e-02,1.004561272737598959e-01,4.078605252337722670e-02,1.002567140228808606e-01,1.552338503854800433e-01,6.089579947965838985e-02,3.060519157532889944e-02,2.467748347118484120e-02,5.968991065073406960e-02,6.608995392043948841e-03,1.510787193754499491e-02,3.476038352850852053e-02,5.045752764958601200e-02,7.759052297745838711e-02,3.983319363052727213e-02,6.517761430845794846e-02,1.564038682077197595e-01,4.570688354740912174e-02,7.766428906676993427e-02,1.108131743562030050e-02,6.511873321254894875e-02,8.713292219471108213e-02,2.774236632648630334e-03,6.944205869735763093e-02,1.643466263335171540e-01,9.853251050198752470e-02,7.726884041617959609e-02,4.202541424669239273e-02,6.940259045198672594e-02,1.596775365229536059e-01,8.236521160190424240e-02,5.887502468044018139e-02,3.828821440436928295e-03,1.484778554031018945e-03,6.726119315503302498e-02,8.426839873116435953e-02,9.642197827615019146e-02,2.917026833949119130e-02,9.499703953371418236e-03,7.552144164366106013e-03,3.524385626192414606e-02,2.545122801904750945e-02,5.302746735983503851e-02,9.163810909514952599e-03,5.950713539888527470e-02,8.901867041592623209e-02,6.331720187179770698e-02,9.441724026247257096e-02,8.128751718623672753e-03,1.252586092178580301e-01,8.253240414556528570e-02,6.519081931436811195e-02,4.881189487455905168e-02
5.122229883804144124e-02,3.347116410744969961e-02,3.923226482292671569e-02,4.306950101417601762e-02,7.333821495092929243e-03,5.382876817733642932e-02,4.886206696958919626e-02,9.081957412833620291e-02,3.826500387691711674e-03,1.159792923529039538e-01,9.015743133297823841e-02,1.052417119979578708e-01,1.350946125197974995e-02,1.872073932157138354e-01,7.221751078676413860e-02,9.165283071003682558e-02,1.963029196572174118e-01,8.152305063760120762e-02,1.519426827371800071e-01,6.613062716066495095e-02,8.162515046644779060e-02,4.154391747450213862e-02,3.797414485840477222e-02,8.783273149256935752e-02,1.742351520219935848e-02,5.627717568180066326e-02,1.737529665095640177e-02,6.212549725967186215e-02,1.184201741219054194e-01,3.816162060803213185e-02,1.205579673091421167e-01,1.028745239501673292e-01,5.735605812328607549e-03,7.728171140251144378e-02,6.423686679007287181e-02,8.345075890331925261e-02,2.116636112108288004e-01,4.647976438565134399e-02,3.147074053554532042e-02,6.089521245729528215e-02,9.063080997091683966e-02,2.171770777452044499e-01,3.862350803025605545e-02,1.703478128353079837e-02,5.103948077666028288e-02,1.175468737667642073e-02,1.849912032325414998e-02,1.439689021090557498e-02,4.725731980538008109e-02,2.598896746447963008e-02,9.035288945057050325e-02,1.029001062603952105e-01,5.034692234918554388e-02,7.004326110498459296e-03,8.695345715126290287e-02,1.373146025178583092e-02,7.725957325420709787e-02,6.823822726224459956e-02,6.635912780056549276e-02,8.240760096548317704e-02,1.986652901687107620e-01,1.214718217381018511e-01,4.578265591702870493e-03,5.103863112344456804e-02,3.103869143408082357e-02
8.620343193892508749e-02,5.385592678376801418e-02,5.027961054988232953e-02,3.123125688507205622e-02,9.794285614295825115e-02,8.356221234579078172e-02,4.142431403649272925e-02,4.130263151735739241e-02,6.468066353083828934e-02,2.223257350277525746e-02,5.562240559259089973e-02,8.755969443886654768e-02,1.621930186498888801e-02,5.125558826608238999e-02,2.628086764947099724e-02,5.725864334946113854e-02,1.023963959125399892e-01,9.734501643933840542e-02,2.565280583649556453e-02,6.000205690428574851e-02,6.689511469352345252e-02,4.526951224617511982e-02,1.293290280595844888e-02,2.975862983265991843e-02,2.044191673286677169e-03,7.220840615605726709e-02,4.096489123134783999e-02,6.465230832999550870e-02,4.011125405964620361e-02,4.378428231733943327e-02,1.562491042423738187e-02,5.148283003813996367e-02,5.420447753968243160e-02,5.100139212052552662e-02,9.480758875428749177e-02,1.957818479863512526e-02,9.586584795180547180e-02,3.903724470327810114e-02,9.496183972086222336e-02,2.211970764363278483e-02,8.827008521662610407e-02,3.105937215047651842e-02,3.917698432657411994e-02,2.841542282656248780e-02,5.765442778427047610e-02,9.394586014625322390e-02,4.584612716149634448e-02,4.235983932525318185e-02,8.636688438550745028e-02,3.328732718846612315e-02,8.920486846653886970e-02,2.599979501616234839e-02,8.683903228122713536e-02,7.989606354028190582e-02,1.105455277487195744e-03,9.247886757833859162e-02,1.131795673442594942e-02,7.752283137179395017e-03,2.795981439729653545e-02,1.049128646039404894e-01,1.832023017269389029e-02,8.306748686669306048e-02,8.150447276828398646e-02,6.286801931258467757e-03,8.329700460774135118e-02
4.048596279971321960e-02,1.448706977943871876e-01,1.622570836515957807e-02,7.869853974599387569e-02,4.770394119126784849e-02,6.593594349945157418e-02,3.041492862525074434e-02,2.387832567908124842e-02,6.816053148399375816e-02,2.230670464488876403e-01,4.457909207043320339e-03,1.646653598435280641e-01,1.519609661756067369e-02,3.529468484838420295e-02,1.724029144951834056e-02,6.617087897012614850e-02,5.156031816379471992e-03,5.601436436155038737e-03,1.917296707368203266e-03,1.050583763185703595e-01,1.617514969790775567e-02,6.829652748613947166e-02,8.822606670009909557e-02,9.745176493910434612e-03,4.308075152144891229e-02,5.107959543456563195e-02,2.758821843819187110e-03,1.976497111637613019e-02,1.761390185223862537e-01,3.950583395441853549e-04,1.115288501884831446e-01,7.485814862796881519e-02,1.097346683079668088e-02,7.742793072997594672e-02,5.680570708071020457e-03,6.740287607154074601e-02,2.774882881674980289e-02,6.192480121694755174e-02,6.511030986921762312e-03,6.343819253852796269e-02,9.042573278704080578e-03,1.323297408409838671e-01,9.224204773173114158e-02,8.342511330313207712e-03,8.477668663068993471e-02,4.801932901604634429e-02,5.741948648271660155e-02,6.786772288968433153e-02,1.026903038446698863e-01,2.894566768583358915e-02,4.678682129166788356e-02,8.865184545602843025e-02,1.539106308392233086e-02,2.571730190075681433e-02,6.727886922145445703e-02,6.418870976550422255e-03,9.762639693739184887e-02,8.900233051784681160e-02,3.216735480611990911e-02,2.823880757634777278e-02,1.963672663469113455e-01,1.068220969866164882e-01,2.454133856753628815e-02,3.201463391434104105e-02,9.104511898823508531e-02
2.411460040942889002e-02,6.595848771992871007e-02,2.355843110468411675e-02,4.219587667459928637e-02,8.399593680238159887e-02,7.710558514041979117e-02,8.161464775193917956e-03,6.696405328920440603e-02,4.268017368213514184e-02,6.175779719244797739e-02,5.190080220473136663e-02,4.648115689721423610e-02,5.404726967712716879e-02,7.728493945456224590e-02,8.924103942943716061e-02,6.929527007626050394e-02,6.076175303548085604e-03,3.531060500272738267e-02,2.434549822276347794e-02,5.345348573541942871e-02,6.970698651847602456e-02,4.531809956295530795e-02,2.794248386167880183e-02,9.651164336699002977e-02,4.834610545314454999e-02,2.794393446759078220e-02,1.942083508260391070e-02,6.479906887429588702e-02,9.962824062331593344e-02,5.062977510668693892e-02,3.110191005307849296e-02,8.737836608268870209e-02,2.049163494452456435e-02,1.150594158210049844e-02,1.316604989014262886e-02,4.919497605323256556e-02,8.852799612893756664e-02,2.570060964232574741e-02,2.150049495420145590e-02,6.573190674758325192e-02,1.801412767361797868e-02,3.439068951698229237e-02,7.072970547812824915e-02,5.311812475054766836e-02,1.079708774304873227e-02,6.746006190166692340e-02,6.162879596112914860e-02,7.891986250946210479e-02,8.639386986632106857e-02,4.643440564554088268e-02,1.782412971655501430e-02,4.587306230174766075e-02,6.383189456859836297e-02,1.453866618678999537e-02,8.687583600526679883e-02,4.220315656147682198e-02,4.177531542621229499e-02,8.700779461757233990e-02,4.159611675261742914e-02,8.060309566811404980e-02,8.851818575024258257e-03,2.747649423368688296e-02,6.584074370934578369e-02,3.890328286563502717e-03,5.940716198516840518e-02
1.348473208136356967e-02,1.029419227186661595e-01,5.771384816426761155e-02,5.578182940989551142e-03,8.993469443310710132e-02,9.657967224960992136e-02,9.751098893165635606e-02,2.197736881512247706e-02,8.962011529212252081e-02,7.007079190409107317e-02,2.881430020145294910e-02,4.673625467403105110e-02,2.838014778316844122e-02,1.004949507247583224e-01,1.383519922863337727e-02,9.848095475675914742e-03,9.407363216142705653e-02,9.797345481915727128e-02,2.095715472972800933e-02,4.709206297390201856e-02,2.085286442367047244e-02,4.903251555872296941e-02,5.556354258545403990e-02,2.825769931646513952e-02,4.424237628280219825e-02,4.269898533729629686e-02,1.195184476533262853e-02,1.627126371586594747e-02,1.332435947986530117e-02,8.671526701539525317e-02,2.900272322294796673e-02,7.581930092290267188e-03,7.164914705233434156e-02,6.153196512362091655e-03,3.440646906680893541e-02,5.976964063520308346e-02,7.804148256901609348e-02,3.968193677070332853e-02,7.178555314533584253e-02,5.524558324694470168e-02,2.046287781184435300e-02,9.560559890102407476e-02,9.518241395645120340e-02,6.561151117515581777e-02,5.133620477622125033e-02,2.298366765121722180e-02,5.417684563712644140e-03,8.694184584213326961e-02,4.129367657968026351e-02,9.820673381489115894e-02,4.892208085258947098e-02,8.638697827522875961e-02,7.708712034114924283e-02,5.841408578700257176e-02,5.803936330621330131e-02,1.069264318918172578e-02,7.610089190752508670e-02,9.288707541246372934e-02,9.401447565870464651e-02,9.730421544945325185e-02,3.250128781310852866e-02,1.946779399621154441e-02,4.841020226996607667e-02,5.388605893619551057e-02,4.995537952969700268e-02
9.135524093591196326e-02,7.884094757520704495e-04,1.851726100971490610e-02,9.956137850116265897e-03,7.731090710690972923e-02,3.266212170298811446e-02,1.539522972425096461e-02,3.382628452080015807e-02,4.648127090301138603e-02,8.690287356525328022e-02,9.815542581326497373e-03,3.284205574513592713e-02,8.086451242456864363e-02,6.320571322067383702e-02,2.692590805902897108e-02,1.516650242201546782e-02,4.051209711552550274e-02,6.719637596113188505e-02,7.773658560984014754e-02,7.818181261123402503e-02,4.386841411987860151e-02,9.529913526587067973e-02,8.608177020650256694e-02,6.304583577692941809e-02,2.036817734426227267e-02,2.459343687981692395e-02,4.506172259039218156e-03,6.569754532669915686e-03,5.755509222654857371e-02,9.354819259990704294e-02,2.098627285905629858e-02,5.314779413623389737e-02,6.329721290440078196e-02,7.766065643447452038e-02,4.598423250042927256e-03,8.103458919376289871e-02,1.153189546942981654e-02,8.601843420037662931e-04,3.843900140286599099e-02,2.730383175829560402e-02,5.273095727967815755e-02,9.165751210267764071e-02,2.831912163053473125e-02,6.191740023392964393e-02,8.082812257518802446e-02,8.619430152278007018e-02,8.863363158582610035e-02,4.665854817300717217e-02,5.293396724199519315e-02,4.675267579766018144e-02,6.447789321740927948e-02,8.669393995523061447e-02,9.387768460385704714e-03,6.899378493375322996e-02,2.267200501820859290e-02,1.401091696577728279e-02,5.694515870227537940e-02,1.371792471560373539e-02,8.937812691506408225e-02,1.019878524671635409e-02,9.106758403617719322e-02,8.170473612327231600e-03,7.738150470951159210e-02,8.995668879364217361e-04,8.116991798370458422e-02
4.650497181235570959e-02,6.685026201473619201e-02,4.442000425101688688e-02,6.870827898246084642e-02,1.579437065006739516e-03,8.412790458152678841e-02,1.436703100567483099e-02,3.264162704268962906e-02,8.184110191866252049e-02,1.140124468138460911e-01,1.419337541358559746e-02,5.653394991410014975e-02,5.733228141424145941e-02,2.704264559970333270e-02,1.646719561550484892e-02,9.492825969309608147e-02,1.858825585842164424e-02,3.924867257255243436e-02,6.700876711333562941e-03,8.402871996661719078e-02,6.605246590096031101e-02,6.456637318779111234e-02,1.342004960635373098e-02,7.531288858373941242e-02,3.873375286251234950e-02,5.666867643692785617e-03,5.011035569007452756e-02,9.270967887640524374e-02,5.483089829082312544e-02,3.056529135422353383e-02,2.172031669769282358e-02,8.560297873812253155e-02,9.645322124925788387e-02,2.052978802752218959e-02,1.046210773108036248e-03,8.965057873776716146e-02,1.122707225949366588e-01,4.610937991802958186e-02,3.132346788158480149e-03,5.347635105862778848e-02,3.784130366165837367e-02,9.665527563079526208e-02,9.096647652907187409e-02,6.323030125931909662e-02,2.063630579588032841e-03,2.803249028830644488e-02,8.493929726564621030e-02,2.564364916059075003e-02,7.810895884185338478e-02,7.781273129135338196e-02,5.681884067844913955e-02,7.463597062339286103e-02,3.749805599129901051e-02,9.906203465729153390e-02,8.224745177573623833e-02,3.109394015633078906e-02,2.090398282558850879e-02,5.728992277982087461e-02,5.323871210712077806e-02,2.540800257982750443e-02,9.206578156824835046e-02,1.939685807426760195e-02,5.684472581462030744e-02,2.714211667227568042e-02,3.388481132481403757e-02
3.258976427192875058e-02,5.000000000000000000e-01,1.561569234195899804e-02,1.432443117206683159e-02,8.657647870603901730e-02,4.003764429746105302e-02,7.324038175448484289e-02,8.171437880562666678e-02,1.320889175693795888e-03,5.000000000000000000e-01,1.390077487289842484e-02,5.000000000000000000e-01,4.948063706120089944e-02,5.000000000000000000e-01,5.252672033863185069e-02,4.730682625617901871e-02,5.000000000000000000e-01,3.416180780522135724e-02,2.083933678158595704e-01,3.949878280770671019e-02,5.003300712355064628e-02,8.547124272511795462e-02,8.967091258890112770e-02,2.955301838424633648e-02,6.445375353035125154e-02,6.503161216888102281e-02,9.559279496603960424e-02,1.460878682687157676e-02,5.000000000000000000e-01,1.490766228334559212e-02,1.187725652222054590e-01,5.470905696047888983e-02,5.576227194961756728e-02,1.304312778977947430e-02,5.321151232037051731e-02,1.595887252220741168e-02,2.543855647536714670e-01,5.908428818980632213e-02,7.897127563069400447e-02,3.483545961114958844e-01,1.201664177293005065e-01,4.217557446650593844e-01,1.073375482197064940e-02,7.119004253847209529e-02,7.695931094525318428e-02,2.397811283583033484e-02,5.688459471255380429e-02,5.884412036608736851e-02,1.078490966440130011e-01,3.529870077830933595e-02,7.120466307041345422e-02,3.463297740415769432e-01,5.177291384281235836e-03,4.732144346854842004e-02,4.586855832779234560e-02,6.068678224012824529e-02,9.846020583530357140e-02,8.602106402038685318e-02,8.086299492551815571e-02,5.000000000000000000e-01,5.000000000000000000e-01,1.473375533125601267e-01,9.861603848653331672e-02,5.940020035046618407e-02,4.690063949589763637e-02
9.065947150963787893e-02,5.000000000000000000e-01,4.377024466932096652e-02,4.702163449127719913e-02,8.497959342179686737e-02,8.642826520141544400e-02,2.493629420732813504e-02,3.207590459122081072e-02,6.694833116277497387e-02,1.803193897173117066e-01,2.511319168024869417e-02,5.000000000000000000e-01,6.035240074455017548e-03,4.989350855654370864e-01,9.109844917865812797e-02,7.779912618972079086e-02,2.895880404867154922e-01,1.946892290370946452e-02,4.398572344625711200e-02,5.527541225169325251e-02,7.411020902772072483e-02,4.093329703749955251e-02,1.846119573865578553e-02,6.306261359369336184e-02,1.544441779494286696e-02,1.291097915252049748e-02,9.902496125244107661e-02,1.840678216415116489e-02,3.268980498035802262e-01,3.096002354962019976e-02,5.000000000000000000e-01,1.036920464546156745e-01,1.721559305841906815e-03,5.404114230709064493e-02,3.390985484585195414e-02,2.023495046318513069e-02,1.526051778777597623e-01,3.915295886774851353e-02,9.777425608095523246e-02,2.462072845792905307e-01,5.945064824894886329e-02,3.935392135685601700e-02,7.991796259581177009e-02,4.498406894902803876e-02,2.874738111830910450e-02,6.534577184579737526e-03,2.406411137559441235e-02,2.829913276363097974e-01,9.584395389783315067e-02,8.701625228606973961e-02,3.902223573472934914e-02,2.877321957135098307e-01,2.848570553613853987e-02,2.804433096407623824e-02,6.134043782575795273e-02,1.187439192210009223e-02,2.217380793364623001e-02,7.942300539059443665e-02,6.302714802767654667e-02,1.411378872002257423e-01,1.325843715870877459e-01,1.348005677877520403e-01,2.818739972583680573e-02,3.400385004224223962e-02,5.922560310472586853e-02
