7.653699620281910606e-04,2.627775133597080176e-02,1.950565810122398547e-01,2.617156982281878402e-02,2.900395060608933484e-01,4.527214457637487866e-01,2.761016864381213125e-03,1.320873617638175599e-03,4.822534491670892975e-04,5.000000000000000000e-01,6.254987863336503029e-02,1.920777661004654038e-02,4.678611619996095317e-01,2.204737165426075285e-01,8.224453640662881203e-05,1.129636402101629388e-03,8.883082960456367694e-04,1.293701311970037737e-01,2.074766717603806002e-02,6.833691352696900576e-03,4.066323436727516116e-02,3.219260519028500078e-01,3.546135117335695586e-02,6.006343022241686369e-02,4.166324649029263280e-04
2.244550500970650744e-02,5.077561433202329444e-02,9.432298214645470219e-03,1.029294608612103118e-01,1.152418971080955840e-01,1.853371497948730906e-01,8.379265333847647768e-02,1.761122894482927692e-02,1.975874200309636897e-01,2.110748137202983765e-01,2.084250375940709067e-04,7.177272625974279521e-03,2.334414900263715453e-01,1.065283328826548415e-01,9.196844396506925409e-03,1.718545857044650182e-01,4.440749199739592312e-02,1.760506533797341622e-01,5.067858869705263447e-02,2.159853766251551566e-02,2.031262335149767728e-01,2.487202173749306078e-01,2.485852389355494227e-02,6.630678439017788361e-02,6.765271017523831476e-02
1.725020046916715677e-02,1.511190805011607922e-04,3.076726644041923031e-02,8.746777698669513934e-02,2.648142862610916234e-02,3.122700901845213567e-02,1.277233156960309694e-02,4.999937377826902014e-03,1.044444912821404156e-02,2.061990175236113904e-03,8.991922839095788361e-04,9.743090886663613448e-03,7.325395913585510364e-04,1.973490460106553518e-02,8.910776219243701779e-03,6.651303681472153784e-03,1.529932841954345299e-02,5.902551778035598860e-04,3.943950295042809515e-03,1.896059402451346493e-02,5.080438823114774745e-03,8.565607918393698672e-02,7.469247573334331092e-02,4.003198924070803383e-02,1.425386977847530566e-02
1.306412642469577043e-02,8.110326939503451071e-02,3.279062433062458759e-02,5.491314234647520776e-02,4.408134475062059493e-02,6.784619069563714577e-02,1.085704277948415508e-02,2.252585961967757192e-02,4.562998878874482966e-02,1.816335313241742577e-01,2.577026190713137613e-02,1.858169957652966164e-01,3.402605314297161843e-01,7.042315971482454584e-02,2.126731278874108289e-02,2.216796042459925203e-02,6.358069466732481356e-02,7.217983729325310946e-03,1.127299454256661393e-01,6.205996021687656267e-02,2.545686315830664737e-01,3.460389106862782893e-01,1.033983562472150231e-02,3.448854283191342407e-02,8.005994561083135119e-02
1.985719080976491857e-02,2.417058394696234777e-02,7.165521026037528773e-02,8.791561951309492806e-02,6.446864515833797271e-02,1.530704679115877376e-01,3.224948729177753298e-02,1.691358772545196445e-03,1.664270474208800685e-02,9.335253907304931487e-02,3.077849674510410583e-02,4.308729544438497094e-02,9.315789271069796484e-02,2.335089758500755956e-03,6.390644188209324006e-03,6.515249476365914116e-02,1.463241505532851192e-02,2.110839958723827528e-02,2.558392098395860167e-02,7.984069564491087442e-03,7.027134116680856801e-02,7.434017937212994420e-02,6.525294478274608345e-02,6.731517294695253673e-02,3.060109641809980949e-02
2.013333653196236472e-02,1.771831573888146827e-02,2.858074465882740056e-02,5.935639615925529522e-02,1.633510952982593356e-03,9.330087626908833975e-02,4.818631170955657919e-03,6.532059867916007942e-03,2.760359081275112064e-02,5.331348551818615444e-02,2.257120550206284312e-02,2.523764690363850677e-02,6.693007605416508542e-03,7.439776720670224219e-02,6.882323435451203827e-03,4.093175880834343250e-02,9.491645989405331219e-02,2.178585812705921207e-02,1.064921856138157340e-02,1.043904707520530196e-02,6.186075915273521117e-03,6.587320984314717909e-02,2.870970416139345671e-03,3.298832267208801766e-02,1.631903464793597533e-02
5.729932663130272129e-03,6.100706975937683976e-03,1.779981389734131350e-02,4.439456800669181608e-02,3.182572855565056480e-02,3.957022748174384569e-02,1.087973739951730509e-02,2.499468474386572041e-03,4.922081655866772376e-03,6.443837357568312635e-03,3.345951128367286205e-03,7.028458661580280591e-03,4.533990741103055555e-03,6.643736270796651855e-02,5.773441955187448918e-03,1.308853306456648265e-03,6.488246250290161457e-03,8.276679531329183236e-04,4.624542051044257945e-03,2.537947808497662515e-03,7.537441834395343376e-03,1.574666829561987419e-02,5.474626163550395941e-02,7.142083641740058775e-02,3.158051560477446074e-04
1.113410196014060893e-03,4.043432578371925629e-02,2.328062989340028144e-02,1.790198507641544909e-02,2.341581419880839343e-02,7.888080829349372602e-03,4.202219063705852210e-04,1.339706844340908358e-02,2.464120669585703749e-02,8.649222963090957839e-02,2.003602769098197789e-02,1.735032671631460410e-02,5.015022515556047389e-02,9.253560591420534331e-02,1.893344414365530706e-02,4.994966845451104948e-03,6.788922401866734346e-02,1.793084205540855514e-02,1.440819965894741574e-02,2.655010624492903926e-02,1.883092455492365799e-02,1.915130554133243068e-01,7.036014327325225415e-02,1.029686360415319607e-01,1.500599721363159861e-02
2.410029820533145795e-01,2.769666729738909927e-01,1.831052754088671464e-01,2.547699752701158143e-02,1.191358600484874741e-01,1.063660202479818490e-01,2.576501627683711049e-01,3.097140083309702363e-01,2.171399980889029621e-02,4.896704909053535837e-01,4.777060427645428708e-01,1.812603249987575493e-01,3.241948528008327113e-01,1.580073331261838687e-01,2.109165488274209344e-03,2.404838043466934680e-02,3.748873403830464690e-02,1.694311007287829240e-01,3.235413805398051901e-01,3.267565500616213814e-02,1.470418585565741731e-01,2.509856167072364586e-01,2.008810785305460353e-02,5.573118427587206436e-02,4.164754814833122598e-01
5.000000000000000000e-01,1.568972667358952966e-01,1.966850644537731507e-01,9.990294151426248881e-02,1.332581141263082872e-02,5.706001281122897312e-02,3.783962533081790258e-02,5.985786224289116331e-02,3.266139605472479501e-01,4.132750914069723697e-02,1.310410472873012877e-01,2.566877711040818077e-01,4.543987010789083958e-01,3.523592704756033783e-02,1.450006674813718865e-01,4.720795480938858035e-01,7.106919357716148800e-02,1.887424669357095353e-01,1.416356918258777076e-01,4.332267927966703541e-02,6.910606684647625786e-02,7.362409457351146158e-02,3.841859027918542724e-02,9.334837304612532416e-02,3.097326052136955554e-01
