;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181
25;24,78587;3,45094;2,67857;1,31364;13,05013;6,43543;0,91700;6,28822;1,87920;5,57782;8,18747;6,26519;24,43189;19,99769;7,80080;1,11783;3,58373;32,20367;1,20893;7,69058;12,32446;5,57007;20,39927;49,93979;5,78578;3,73786;2,44221;5,64894;0,32582;2,92529;4,56416;7,25588;15,76774;6,01041;2,67060;25,17374;12,54412;0,62667;4,85597;15,52851;5,69812;11,73291;15,49908;2,57565;5,22592;1,24642;26,04572;7,11821;3,14816;1,58842;10,58519;5,75975;31,17332;18,01276;9,53433;5,01381;3,73811;1,63306;13,69912;20,50768;0,91629;6,94670;12,79136;3,14279;1,94626;15,22990;28,47436;66,91004;11,18485;11,23152;6,17084;45,13953;19,10857;61,57968;2,38079;12,94503;10,75743;1,64943;9,01874;4,42463;14,99492;7,25519;10,10735;47,78830;6,81312;10,83366;106,23101;11,97748;0,06862;62,01452;3,99501;1,37601;1,09896;20,75230;5,28464;63,46556;7,96001;0,40465;9,70226;7,44400;2,46134;3,55575;34,23557;22,51261;25,99255;2,35489;68,89015;3,87467;3,21077;2,00581;5,55320;13,76646;17,04073;7,37883;61,37102;11,31236;5,00711;24,75992;1,48897;122,84307;12,32221;7,23247;25,12925;5,26415;8,35088;3,17785;5,23077;0,88091;5,59618;3,12775;5,14607;22,11084;3,13329;27,48144;6,14622;1,61704;18,61715;4,77500;6,35139;0,38421;1,64430;5,17940;13,15653;7,55123;3,54341;5,32471;1,54092;33,36479;45,49171;10,19574;35,38914;13,88187;7,04264;8,22529;50,96289;2,16453;0,05165;5,84817;1,46718;30,85636;6,26543;92,38519;17,97679;9,32207;13,30771;7,62550;1,12676;3,54583;15,80255;8,29474;6,75084;15,88837;22,09858;2,10225;3,03655;3,56855;13,11927;21,53655;25,49469;16,72680;8,09548
26;13,07276;0,99136;0,10992;12,09504;11,28433;0,63605;40,77033;3,19146;2,69016;2,33565;4,81243;9,88497;10,12812;3,23952;3,96336;8,32750;16,53637;6,66814;3,47086;5,65251;77,15716;4,83305;1,67087;0,17682;14,81902;3,56792;28,09065;10,95118;7,74379;19,75469;3,83249;18,04993;6,92080;13,59814;12,66475;6,66280;14,03954;47,06982;2,59268;13,42921;22,56474;15,55953;39,91071;4,15427;8,49171;11,93450;34,21100;0,35467;42,77740;8,03682;1,71364;2,51576;15,18704;7,22846;3,76943;5,09902;18,40064;4,88558;4,77732;24,25668;9,38703;13,22979;66,05530;10,22735;8,68185;10,06434;6,41025;14,64905;16,82378;11,31897;10,07470;79,40031;42,98501;1,33827;8,08122;2,55630;6,39241;4,72011;1,57895;13,44986;7,66761;14,86277;7,81499;17,63977;1,19193;5,49674;18,12639;6,26558;0,74727;1,55870;58,11702;0,33581;4,28038;3,91563;11,49373;22,32864;3,00208;2,62992;4,95529;43,25786;16,50912;2,78129;4,90076;6,09211;32,86283;14,42348;8,32712;1,28646;34,38036;89,95801;1,44147;3,95423;25,91193;64,20890;94,09497;10,11198;7,65989;123,63402;1,91176;3,93063;7,78606;29,05723;34,59763;82,35511;33,29978;0,04833;93,19036;3,15673;31,95883;25,66419;6,48439;0,79176;33,59280;28,16367;51,63763;13,01982;53,34454;2,43918;4,48204;13,81560;12,33324;23,31527;131,74799;6,24131;0,24856;3,06940;14,80778;21,76332;3,02719;0,25186;14,76837;13,60674;0,41969;8,11933;2,72414;22,51204;8,80457;21,16024;59,41679;5,91567;12,09408;37,58453;15,82674;17,52819;5,36178;2,75574;11,92121;14,14273;19,38631;0,78952;75,92152;12,42574;14,86268;4,09664;2,01495;21,87833;4,18767;9,92919;2,01198;5,48960;7,71114
27;9,67972;14,65264;10,56340;7,55990;16,04545;7,96609;45,30614;5,07699;9,17930;17,43559;6,14455;0,53942;9,89293;16,03925;5,21937;13,20910;11,85879;2,04270;21,98025;9,95079;24,55487;1,30798;0,91456;12,97795;3,34079;48,46909;40,41479;4,98955;0,47551;5,21578;6,21324;6,29073;0,36378;13,83480;14,63728;3,10453;3,59894;112,22458;18,44994;1,39095;11,88798;3,73775;11,04361;0,35634;4,52237;32,50342;4,29185;4,61030;21,84533;1,39146;11,77807;1,92566;30,99004;2,19352;18,70023;3,54441;7,57451;32,14246;41,99755;24,05999;47,77222;1,15712;6,60597;29,50381;34,86971;8,48857;4,72803;1,03080;6,99890;7,04142;11,49641;8,66343;34,32111;0,71025;0,53662;1,59751;3,14373;12,12397;2,29226;0,49724;8,03589;1,36319;1,50649;41,23668;11,39449;7,69789;73,91094;23,83454;7,24937;0,06906;3,22286;2,70910;13,70793;3,43273;40,08119;40,51437;11,94520;22,81290;5,14432;12,14683;5,71688;6,36166;2,95278;3,49518;30,66692;2,84114;23,57455;65,05902;11,84047;17,91283;4,75253;0,17320;27,08840;2,07791;55,67441;5,85692;4,63749;26,71238;2,04373;2,23586;35,96091;21,21876;1,64864;0,27966;2,85050;7,95467;7,49974;3,07754;0,55064;2,16186;49,39732;4,61668;0,20234;0,05514;20,98055;29,65847;13,99379;8,17471;6,90784;6,90033;7,40841;3,05784;2,76304;29,97574;7,94835;37,91521;24,59461;0,60216;11,74803;4,39991;51,58159;2,83400;12,67530;2,31001;1,96063;2,50838;0,76532;3,20137;4,32482;4,44370;6,48919;10,55032;1,83567;5,03518;15,52092;4,92907;3,80844;5,85598;34,01161;7,96200;0,80560;461,72757;27,39718;3,23183;1,42575;1,84581;2,50232;10,72847;1,40786;1,48722;6,51051
28;11,56342;8,09505;5,07690;11,33849;13,01963;15,04961;7,92580;0,26568;0,16380;4,43012;3,77238;31,38916;8,44641;1,55138;17,86344;4,64880;13,46814;12,14143;14,46248;15,54991;18,25340;2,40408;1,89270;17,58042;32,61320;3,92400;7,91605;4,72624;15,36914;11,00428;3,26791;2,57218;30,61265;2,43037;4,70407;5,89831;5,37954;3,70517;2,08478;22,77673;10,02498;12,04305;1,11355;42,66248;4,79212;28,15714;8,65652;9,70919;9,58638;0,14044;6,86187;12,42966;3,23638;5,35213;19,42373;218,45916;71,61674;4,36827;38,42080;21,00035;8,38781;4,57202;16,41557;38,47362;8,59132;26,17454;0,14133;6,31247;1,30594;0,75671;1,78923;9,58098;26,34849;6,12562;21,96081;28,42508;1,43991;14,83579;6,07187;3,86079;1,61531;4,55639;12,26592;5,01494;5,66943;21,82005;11,19811;0,34069;11,43415;8,48088;39,29772;0,16595;4,59557;8,46150;1,87602;3,68613;12,22381;6,88641;3,72529;0,84018;2,76470;2,80986;0,58512;7,39526;38,63406;14,74261;16,50080;53,01317;5,44122;8,11931;4,55397;17,32543;4,89837;21,10055;11,68969;7,43225;16,97252;5,65939;5,30865;102,32547;24,06862;6,73879;3,74973;1,03339;0,95955;1,51354;19,41768;9,55536;7,46749;3,11953;32,55964;9,39807;1,17914;35,25637;6,46120;5,91303;0,99911;19,49882;8,63797;4,15961;2,72155;18,29835;12,42026;3,76979;8,69316;11,41236;6,54743;1,90085;9,39888;0,53896;8,89142;15,03742;2,91847;6,37243;4,52850;7,94148;8,78022;45,25992;21,51443;0,73730;1,77789;6,82782;16,44498;4,24290;4,80698;3,35969;8,10012;0,45799;13,92630;12,87753;4,68854;0,84128;3,80115;1,79595;3,80680;8,61149;4,16907;17,76716;0,20326;0,65314;8,24150
29;4,58265;2,99117;2,87239;8,92179;3,14384;1,06193;2,76461;5,08006;0,90805;9,25073;0,56114;24,65183;10,70149;17,72953;23,78932;7,92110;5,07468;4,95933;7,48813;4,11951;1,47127;16,98675;2,47866;2,41399;6,98784;2,77724;8,48754;16,64366;3,74223;6,30892;8,60506;10,37257;0,10582;2,26062;4,79535;4,43084;1,46820;12,82309;7,98381;2,28204;0,01590;8,83485;9,13062;38,00921;1,64026;20,76783;3,88303;16,62741;6,92404;9,30719;2,25404;2,07632;0,38167;27,09291;2,21258;11,96565;3,50133;4,09209;5,83727;20,13594;10,41914;8,65363;7,38451;2,23893;9,70202;7,51250;15,84732;8,06264;5,48174;2,56675;2,52700;2,73157;2,24765;7,16209;9,59513;6,45640;2,43980;12,14586;3,81674;22,40628;6,75067;17,74018;10,07367;53,04292;3,95012;63,27861;155,74010;12,16754;1,36131;0,62457;13,90990;0,95130;4,36425;3,32037;4,13387;13,86918;0,06909;20,24552;8,51479;1,07014;4,35108;6,53208;1,45143;3,51287;7,80343;29,01398;5,11735;2,09497;1,10531;9,21693;2,84262;47,71759;2,39873;1,56055;13,59983;5,92265;2,20261;37,63629;0,55729;6,38468;74,51843;38,08523;9,03154;3,40963;19,38351;32,56423;14,94957;1,63916;2,79699;26,23028;60,63087;42,53659;16,75883;4,48256;23,73722;5,23351;18,02077;3,97252;0,96770;55,33568;28,92123;6,07836;2,77285;4,70931;5,25483;100,42510;137,81960;24,24274;54,57560;15,58869;3,51363;6,06960;3,90937;5,69045;95,20880;20,48194;1,27182;1,69447;4,94801;14,25172;7,35086;6,23008;11,12576;25,27157;33,68686;2,55782;10,38023;11,69292;21,57008;3,63065;1,66089;1,45976;6,88094;0,84728;1,29139;7,90019;1,68902;4,68814;7,22069;0,71914;5,97586
30;7,49935;12,80313;24,24565;10,91044;7,02462;1,18763;22,87667;3,47596;6,13207;20,45910;5,33354;1,23283;2,61569;16,91157;0,51091;25,59743;8,18931;0,78212;9,91888;0,53699;2,06962;23,76075;1,39370;16,70157;1,91191;1,35060;35,24833;15,41795;20,02549;3,03372;1,99183;11,18247;2,45242;6,85493;4,26468;10,14568;24,41786;10,24003;1,64564;12,66992;8,39489;25,31958;9,23274;6,74269;5,57158;15,29081;12,27194;0,80999;30,75134;11,20939;4,18568;3,36360;9,42593;122,06443;1,82518;0,68446;0,33803;4,39997;9,14737;71,08208;1,72470;15,10004;38,48300;35,52775;3,20612;11,67562;3,95233;6,28761;3,41804;17,38506;6,94567;4,82551;13,68004;1,11985;24,97793;7,99293;15,24713;0,73691;31,98703;17,34483;16,88285;3,47540;2,40741;7,49407;1,56600;2,10664;11,43821;0,01341;0,08077;3,08926;4,75379;3,73604;1,21155;42,46517;4,63397;21,00160;15,79938;2,34792;15,47735;1,37617;15,16358;5,39276;10,35872;10,35286;33,24106;87,54863;19,13093;0,29759;2,66520;3,58350;4,91681;1,30225;18,80995;3,76365;5,61213;12,54769;13,82772;7,13056;21,52934;50,54196;7,88762;6,79670;9,97638;25,71135;10,01080;11,90894;26,06647;18,74683;46,18747;5,70108;3,27103;2,90607;3,56882;14,42159;3,69608;8,87690;4,23935;8,55484;5,06022;5,01805;4,36932;53,76466;8,29893;3,80505;32,01017;25,51052;21,71975;33,98487;27,29915;4,35561;7,88250;2,42560;5,86174;14,42654;3,91753;13,66998;5,04898;20,12122;8,54635;5,57082;20,53289;2,77817;1,68120;14,02622;16,12078;7,58775;2,64071;3,15594;10,77611;2,59383;27,66466;18,73453;6,57041;1,65414;7,78484;1,20909;11,95494;11,82162;12,86654;2,05765;20,36695
31;12,27635;12,22233;3,77790;4,50604;13,93826;18,12328;1,87340;3,15109;5,45077;10,95846;14,00610;3,43753;68,12023;7,25986;0,59386;2,33095;7,68399;5,84253;2,54650;1,38277;1,30754;0,57748;0,45894;0,69667;3,08067;16,42385;26,64602;6,88749;6,05201;2,76795;1,46648;0,12305;7,03182;10,20565;8,34383;12,01524;17,44845;8,94013;4,02825;6,58198;13,26339;0,76797;11,50866;15,46095;6,64478;8,67682;25,51736;21,93054;4,89245;3,62461;5,29840;0,75672;2,19997;3,86549;96,10532;13,36766;11,01143;9,82620;3,46709;11,09958;0,53493;8,46615;25,97146;18,27410;3,80697;4,41486;0,74585;5,73987;7,98389;13,94801;1,73202;0,63217;2,16939;38,24790;8,05688;24,45757;2,88589;34,96376;14,64796;9,36241;5,58984;2,81016;64,59700;19,94083;7,89132;4,08137;4,22206;28,26814;16,59721;13,79640;6,15668;1,45724;23,53224;32,31081;2,54718;25,09722;5,98294;13,88865;3,56814;11,88295;5,24667;16,82030;1,21554;0,64496;1,11851;11,19350;2,44793;76,86311;18,46505;0,96214;0,69998;1,29003;52,14691;5,60889;2,60566;13,82628;11,50021;0,07633;5,87276;5,65674;1,74106;1,77784;17,83942;7,79696;0,64287;0,77606;30,48777;3,70362;17,96878;10,51817;25,78238;12,99978;5,99226;2,90273;40,32735;7,21842;2,52898;23,88265;18,55641;75,04643;5,00231;1,71283;25,28472;1,17063;14,30167;6,89877;5,27807;4,26019;3,15353;12,78356;40,47248;53,89777;17,12121;1,51217;1,52732;2,01177;22,72287;0,61769;2,66958;6,87372;2,10479;6,90475;4,99391;0,69928;9,35976;4,99789;8,34615;8,32792;2,43016;1,82294;22,56286;55,47079;7,10640;3,59787;0,01120;0,10059;8,06096;5,73359;1,97647;11,20660;13,25296
32;2,99260;3,34281;21,56750;16,66257;4,98578;5,96599;3,43946;9,84382;6,26764;0,75253;0,80628;3,42030;5,35736;4,98757;12,76296;13,20728;4,96371;4,78127;1,99219;9,83792;6,17329;2,89344;14,27768;17,40131;0,31858;8,87574;8,43171;16,65615;2,70054;0,62194;37,20014;5,79766;3,95151;8,30395;6,78094;31,74255;6,30259;7,11301;3,33022;8,06075;21,87416;5,88368;140,82600;12,95253;5,73547;2,14439;3,67486;16,08230;8,17202;4,94424;1,06120;12,84765;20,19799;6,72850;52,42998;4,21260;14,99070;44,66745;1,46914;0,98448;14,99480;0,99430;20,63020;4,29857;3,93547;4,32266;4,09118;11,45763;5,21663;16,34034;4,33813;0,87834;12,08047;0,21076;5,69704;3,74937;1,96674;1,38622;6,83520;3,96604;3,11185;22,16218;6,28516;6,47901;4,90549;17,23730;289,34014;1,33109;1,59458;41,77447;1,22768;1,86514;0,65548;23,30752;0,75898;3,72065;6,67362;28,40770;19,56838;13,11448;0,60187;5,79104;0,36739;2,18020;2,88149;0,59598;64,18493;9,51139;3,28561;0,76892;1,32847;11,94825;16,96837;0,05021;48,24904;7,18642;2,78769;19,80647;2,36083;60,76070;11,98799;2,43584;3,82945;49,56084;2,27348;9,50644;9,45955;3,90744;1,50410;3,18626;0,57063;28,96906;20,43964;1,96775;10,06601;10,75746;0,31223;1,87164;22,02979;2,10403;2,36283;14,18631;12,52171;20,79943;4,90200;9,80329;3,76538;11,28270;44,29918;5,90144;6,06082;3,38968;5,46268;26,92909;48,10593;21,96273;1,33285;15,44862;4,64104;9,64035;11,85189;22,89190;7,80035;1,27780;1,74316;0,48284;7,54721;0,84033;3,40439;4,61999;32,91137;17,49552;1,63024;0,76379;0,97509;6,66807;0,38387;4,14407;8,37525;2,23250;0,31645
33;3,86306;9,08153;12,01817;8,04206;4,15420;12,53644;34,22741;8,83997;9,86760;33,89705;1,95372;0,31162;14,44751;46,34258;13,30533;6,44821;8,51899;6,84014;10,03895;4,27529;1,15222;11,08356;13,57298;0,19311;75,65944;0,11107;3,38466;4,24710;11,77809;14,27037;1,30449;18,20209;2,80631;14,37105;57,16727;30,17231;35,39410;1,72275;9,93188;5,07559;35,02273;1,57256;18,75816;8,02466;10,93190;16,65210;0,99794;2,28955;27,13096;19,34562;4,03860;52,11476;5,53473;17,64573;19,20623;3,78361;12,44070;14,65940;17,04671;6,79688;5,17790;2,52035;16,11982;13,84586;5,70042;11,90195;2,49856;13,15101;9,96491;6,21849;3,53574;14,08411;18,95288;0,30285;1,32246;3,09159;3,10094;2,52170;6,05703;4,72021;2,32467;16,82850;20,66772;8,52642;3,10246;20,15839;101,89434;2,69527;0,42493;6,23042;1,99471;2,95594;0,77873;8,39519;27,43897;28,66363;2,78353;12,57496;0,44494;16,42049;40,16266;0,42165;7,58809;2,01396;18,51195;5,93366;6,30586;68,44816;33,09102;1,67232;4,24888;7,36266;8,28267;16,80349;10,08295;28,77989;0,60169;10,87964;1,97090;40,82687;30,86076;10,18514;5,50283;13,42142;9,51709;6,26876;3,53247;4,67831;10,34901;13,17069;18,23843;0,54892;12,28584;2,46864;2,92845;10,56465;2,14583;6,80430;6,20800;0,98652;0,41355;2,73079;23,14778;1,16651;4,93416;3,95723;7,35169;3,46163;2,01394;23,72444;4,62934;5,60277;6,81332;5,69411;2,98379;1,74683;34,28089;9,36119;8,22538;6,52098;9,20154;11,38601;3,61369;0,82144;10,69719;2,09318;1,83657;4,19740;3,37114;149,39167;11,22427;9,64267;5,57585;0,68195;41,23046;24,06656;8,06565;19,46010;10,13015;23,35041;15,76376
34;2,07319;4,24158;1,89772;3,38283;11,09603;3,42854;7,12738;0,14876;7,85808;5,52426;5,70562;12,38595;1,58575;10,84270;4,75809;4,40010;2,26061;8,77552;11,33588;0,90613;20,47245;11,17183;0,95242;2,33997;6,43708;0,81511;8,26856;9,66510;8,92297;5,73034;1,44056;3,40007;4,88654;7,57315;42,64285;18,50807;5,89308;12,54524;48,74764;0,82453;4,41133;6,81078;15,39749;18,95397;60,13057;9,40135;64,72861;0,56719;3,48416;1,98612;0,78360;1,28194;45,12299;4,45389;3,74302;10,22557;9,13659;1,62872;0,63585;0,33379;13,42856;2,14696;43,98859;3,06407;4,57961;73,35662;7,32526;30,98058;2,12307;12,98047;5,69875;0,57547;4,40524;1,54195;8,06758;3,31276;1,90750;35,61068;1,43024;19,11355;0,87492;4,72637;3,30961;3,18922;6,97780;10,33243;0,03818;12,09875;1,61142;31,75972;51,82786;5,27018;2,87392;6,73557;5,72808;45,60846;5,34986;4,58122;151,17209;15,42319;36,13285;4,65916;1,04896;9,24352;28,39033;2,84271;11,36663;2,59080;8,40224;0,49744;16,76392;7,52754;29,37340;4,55698;47,40118;8,25987;0,64674;10,82004;0,27963;42,46592;26,10187;8,36813;3,27660;9,51542;19,80590;6,24843;5,67592;30,42368;18,72311;15,46387;83,15967;1,06023;8,68362;15,84098;12,43508;21,94585;21,04395;12,01079;1,45255;6,45640;8,39363;3,55426;22,81765;9,91880;4,81216;4,27306;21,28894;51,91283;0,05090;25,02004;52,01134;10,53042;2,03322;15,38814;11,96589;6,95186;0,95589;4,43528;13,25394;18,13026;2,06621;7,62697;10,25009;11,27681;4,59160;4,47229;0,14809;1,06474;40,95250;10,53743;128,99305;11,98342;16,02995;5,14817;11,56959;5,76334;7,91372;17,76168;0,76814;3,34116;8,19641
35;2,65601;1,20560;0,79250;7,25561;2,89465;1,60682;9,01914;2,66415;2,92760;10,70258;7,51097;19,23745;7,35700;13,73455;88,87524;2,19148;6,50501;3,08800;9,20078;11,55792;23,55671;11,15857;12,18997;6,56172;7,55566;0,96964;2,40968;25,09324;30,34459;1,41348;1,11123;1,15335;2,10993;14,46973;19,84206;3,63552;1,51146;14,01300;30,30864;1,68333;12,17210;21,76764;5,96112;10,30898;4,17800;4,80006;45,57405;6,53999;34,44873;3,34813;3,28775;28,24390;2,94918;40,31630;18,89364;72,43494;16,97210;4,75557;14,23795;34,56955;5,46374;6,51655;5,95613;0,71543;2,83067;27,61985;2,06188;4,58107;8,09565;9,00789;1,31874;52,52509;6,42728;4,92561;3,15480;23,59319;5,03714;8,89515;3,86367;13,46158;8,65583;50,99239;0,38018;17,08585;2,09494;57,51363;11,65975;10,75287;2,54336;0,54177;2,69594;4,56027;1,81671;38,71241;7,67119;23,46922;0,46142;25,93118;9,17785;2,77314;3,92474;6,39560;18,44704;14,21506;40,40973;4,42096;0,09790;0,81972;0,92126;6,31807;32,51561;5,56547;10,14248;1,27911;13,45161;3,87372;113,02252;11,29128;11,79733;8,14987;88,31645;6,69779;13,18940;1,01175;11,79407;6,15050;0,20568;10,75844;5,07587;22,63691;8,28762;13,74156;6,85005;17,55369;5,60803;8,98002;8,95807;15,30229;3,73264;2,47626;4,22030;49,41264;5,62477;10,68515;16,19313;13,34357;19,32437;0,44871;13,96928;8,32866;54,31604;4,95659;23,39634;15,26202;37,16125;6,18854;8,39270;6,31999;11,44622;4,86307;2,35884;11,30786;1,28191;2,29817;5,80269;4,30248;6,82405;2,31164;1,02700;18,03729;4,32122;26,57384;3,23444;2,39056;2,62884;20,04586;5,75808;4,07395;18,39213;23,16180;31,50539
36;6,35171;20,02616;2,41644;2,43785;9,24049;8,98800;8,91334;10,94263;12,95255;9,48492;13,58697;23,18887;4,61893;0,71295;11,64454;1,63884;0,78954;17,44387;11,23769;1,17377;2,38450;5,58434;1,41912;10,76781;8,55882;13,91767;4,35940;1,77469;4,62006;18,85204;5,05892;3,96198;13,05000;5,73517;2,95099;2,47095;4,92910;0,75328;24,16461;9,60829;1,78727;2,64618;7,85544;5,69241;5,81360;11,07621;1,18642;0,20568;1,01034;14,26285;2,72448;3,21921;322,11256;1,17611;6,40603;0,24218;6,68751;6,76548;16,63491;6,68305;11,44527;0,36760;8,90865;3,86317;8,21529;4,08591;6,06455;2,23118;5,71777;17,50263;14,73227;1,41701;4,25227;11,08111;0,54883;2,79778;3,65855;0,83695;32,82333;28,21586;21,92548;125,25896;54,96486;21,38466;2,41632;2,69974;9,04380;4,34544;1,44943;26,02310;6,35915;3,79269;0,96692;15,47542;4,41641;23,80268;10,00924;1,61561;11,80146;3,46243;15,08728;1,86424;4,75122;6,51474;78,08884;3,45014;3,24505;0,95498;1,68544;2,73776;0,89447;21,02504;7,71146;3,31321;1,80082;8,82945;1,97720;4,17936;3,18272;12,67740;14,23698;114,77857;13,35468;7,53269;10,83262;11,22708;7,16665;11,98669;2,29618;18,01661;1,77995;3,36022;16,19430;9,09756;39,10510;33,91362;4,59554;4,69774;8,75820;0,26246;1,55230;24,63955;0,94493;10,26860;0,81460;0,93561;63,24486;7,29500;6,63770;0,03715;4,78264;12,13674;2,06941;2,20392;2,33021;8,60206;2,34896;9,98582;2,52072;6,78995;0,41506;1,45776;11,13557;22,83237;30,85232;76,02887;5,52182;72,24960;8,27095;17,20902;22,88886;2,89086;12,97394;2,26706;0,84196;1,41312;45,87198;45,69153;3,57751;1,38773;1,39261
37;0,62700;11,81653;0,27028;5,37584;18,60196;9,98027;2,57664;0,46049;11,99987;30,90238;10,03792;3,17575;15,54315;5,13875;27,78724;47,66578;0,08627;5,53043;21,59065;7,72182;11,97514;1,78131;11,88583;8,50129;51,39708;47,24085;8,36308;5,44181;9,52399;4,94331;7,99586;53,13891;0,29978;5,89187;7,16605;2,70549;2,04988;11,67178;6,28549;1,43680;18,64632;1,61811;0,25123;14,90661;2,54868;34,49031;14,80071;6,32617;10,27981;11,30260;0,02450;2,17173;2,68496;20,65643;90,20961;11,99122;0,39707;20,15253;6,83213;12,13890;12,25831;6,74450;4,96004;2,14749;12,78035;5,32638;1,91328;1,45849;12,58525;0,59138;1,28801;2,52960;1,48955;6,32112;5,76464;13,35242;5,19721;14,44559;4,16553;29,10831;6,40517;6,26992;1,59252;1,28496;12,07739;7,47434;2,31168;10,92132;1,24715;6,96926;1,20383;11,00603;1,88738;7,92027;1,30894;19,92568;11,44679;4,81314;7,41582;33,70703;9,03467;15,95701;2,00732;5,80713;0,23146;27,94814;54,57529;4,00277;9,85092;0,10400;0,18836;2,09055;29,53469;2,46751;0,55636;0,76560;5,96829;12,69407;29,67369;2,73255;1,34604;12,74267;4,78294;7,04214;12,90457;10,36564;2,73941;23,39407;11,40672;10,82849;10,14565;0,90740;49,60787;3,36533;23,02175;11,17885;4,87585;0,03187;36,01015;25,41459;0,67668;12,16934;8,36711;0,28418;5,55823;23,45754;0,59212;3,82886;5,46455;0,55156;0,21866;1,55455;11,29696;7,51340;4,09741;20,01873;0,49938;10,94929;49,43539;3,86347;7,04905;5,76884;2,77270;1,49667;16,88638;8,58845;5,53022;28,15216;5,00088;2,60137;15,24953;43,91913;6,51069;7,18404;1,97647;16,00005;9,67768;8,18333;15,19858;6,07767;3,35557
38;6,47722;13,49578;1,13726;3,29561;1,09521;1,15481;35,81158;5,84657;2,09166;1,45826;0,34200;1,25150;7,72122;9,44986;2,10272;0,58690;0,24125;4,76047;9,99335;2,52374;6,05963;2,29070;5,41771;7,37346;7,40622;3,63903;13,74489;1,13408;2,08077;1,67284;1,91645;1,76714;5,10708;0,63691;1,38333;1,36087;2,91935;3,61923;0,93811;6,43533;9,14351;6,95842;2,57237;6,88546;8,11683;1,60375;2,07610;2,38437;1,24322;0,33271;1,47449;7,83876;11,92153;16,88118;35,96858;3,40923;17,51135;4,38695;5,56177;15,46358;30,64320;19,63320;18,93296;8,38389;5,82262;5,35646;7,03460;16,78969;0,05808;8,99886;15,33913;0,74154;1,97220;3,91428;13,18207;1,36980;1,47936;9,52328;2,40590;44,53521;13,87702;0,74699;9,34037;32,94600;5,53183;127,98998;0,89681;4,33334;5,36711;1,95558;12,31292;6,52605;4,66493;1,49350;3,43275;55,88148;8,71567;1,99140;14,19028;8,54290;1,95878;18,02126;4,60185;5,87856;12,34459;14,93725;0,26576;0,91430;6,34989;2,69957;15,64576;1,35212;7,84419;61,80911;4,46281;6,65244;0,76009;12,35788;9,64652;16,72630;2,58685;2,30803;6,71529;3,02788;5,25388;1,21657;22,29993;8,00285;14,73889;108,95640;7,63984;32,67327;13,69995;4,45491;20,53351;2,69581;4,00776;7,70013;20,02796;24,72205;164,71323;1,57753;7,12752;13,86525;4,96371;3,18212;1,76432;5,90441;6,38257;1,94885;13,37473;8,76026;0,47257;9,70522;10,81796;3,65674;5,56144;0,98079;0,35506;0,59689;4,75611;7,86727;29,06910;0,29945;0,46880;0,42052;5,46966;4,07207;6,17221;7,73463;1,39249;1,94874;25,64371;4,36774;2,68431;1,64044;1,89211;1,93782;0,41609;1,59924;1,90194
