;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181
11;3,98080;295,82914;21,93754;193,24172;35,47496;11,01097;14,98703;14,18444;307,50174;64,17919;116,07441;71,88447;17,68676;9,95601;11,80958;192,99163;4,80765;230,72772;14,15446;94,06710;277,73537;16,21473;11,07287;14,21216;84,56115;117,74798;148,30567;10,20647;7,49989;4,92362;17,93408;7,42355;46,87070;8,55084;50,46136;15,13245;4,05449;16,15568;39,80360;9,23790;3,75649;37,58876;1,64069;226,91248;14,41063;18,57643;131,68305;57,45586;108,33333;72,64505;54,92192;4,11780;11,43293;57,54962;101,75934;4,50886;1,08207;11,47781;0,10357;13,13496;7,13923;18,44954;10,07802;48,11791;15,84557;84,28900;109,36981;2,14668;16,90357;7,67959;23,66259;17,81242;68,49031;78,99986;3,29493;3,31943;24,95848;22,58912;2,18154;233,69950;41,37171;0,96187;34,91912;7,14409;3,58074;26,97835;5,33896;40,84078;2,25832;14,97681;37,92479;0,21400;2,28156;4,74142;36,55005;5,73919;2,63504;8,77062;12,49038;19,79617;19,16117;10,08578;19,81599;10,49294;2,45460;0,17712;2,16974;22,16981;9,03669;112,38892;75,47987;8,85662;6,09321;69,01373;1,00433;14,75243;98,21073;9,98280;2,15726;72,26565;2,60075;292,34647;16,08903;9,52289;44,04356;31,20160;15,10180;123,07815;45,44146;19,58273;15,87804;10,53717;129,05709;62,01295;86,07685;19,35893;82,02050;12,51730;23,39841;24,21453;8,51449;34,22707;25,67238;17,58520;19,43253;20,21475;193,79391;99,08643;8,68699;52,16807;156,00731;112,43389;8,53031;6,61231;64,39111;0,20533;26,69333;21,56321;69,80578;70,97347;12,96729;48,03475;83,48522;36,28456;3,70448;45,48082;27,50991;17,42230;1,27854;25,41304;172,16029;5,91910;1,62906;97,49346;10,49313;103,24850;1,42799;8,29321;8,43997;3,57686;30,51495
12;16,27273;0,99152;25,45174;10,24623;14,44884;7,17333;2,67573;15,96308;2,31493;17,40888;7,77627;0,43712;3,73165;3,74519;17,96376;3,73769;9,19274;11,39996;2,47653;9,82006;23,25007;4,86537;3,50101;10,15300;14,30868;1,82946;28,87512;12,13436;8,47082;2,10987;10,18421;1,34081;1,93388;13,72431;0,34105;9,04837;2,33668;7,11364;7,96779;5,61226;12,42878;3,41049;38,26812;11,35329;10,50503;7,20255;7,59897;3,22745;18,43510;0,76103;12,04724;24,38077;39,26284;69,08283;4,18420;45,15121;57,64649;13,25758;32,87430;11,40075;1,91947;6,73000;16,43110;2,31500;1,79177;10,75609;1,98308;34,82043;595,86657;45,40731;515,67230;36,28187;1,64412;42,32348;14,40579;7,75285;4,91291;53,53817;105,98832;7,06886;17,39497;22,53838;0,15223;6,13762;0,96769;31,05133;4,38390;11,63277;2,74050;4,99218;45,47384;2,04823;4,85011;54,89059;8,88027;17,52404;33,03423;9,60341;1287,39133;12,85214;134,18638;2,47496;2,20069;42,18474;10,91622;611,63759;7,04548;30,98326;1,98379;103,56014;16,30783;13,83032;9,29607;51,52871;36,23673;72,99686;5,62498;14,66183;85,12193;28,59459;18,85309;0,47583;16,73570;26,71339;5,99182;45,16881;8,53630;14,55973;17,36264;0,81681;5,03034;19,75741;18,05110;18,88325;7,38538;3,47703;88,18530;1,18392;93,53379;33,06957;110,08106;4,60798;63,48879;2,44960;27,48838;98,13294;48,94560;1,13515;3,11415;13,37020;16,54975;6,22509;7,69976;1,42529;6,60857;21,37510;9,00822;1,45780;39,11415;5,19533;10,90230;3,08925;26,21789;0,10447;17,01870;16,07304;20,48202;63,07793;5,06084;15,50083;85,54627;101,67953;14,07618;1,56574;2,44725;1,40671;11,06339;7,58609;4,20648;0,99159;3,90033
13;8,82092;15,26140;69,96926;19,65307;11,94259;82,97156;36,08928;0,76539;11,89784;9,97334;8,07508;193,66850;98,77176;19,01777;2,67613;4,10017;87,98568;14,49978;4,53603;17,14921;7,97143;7,71616;5,25877;95,38975;9,66508;31,27378;61,52184;77,79804;73,07168;5,24928;6,36835;150,81565;119,46813;7,06877;22,55365;9,01614;3,36547;28,30482;40,95111;76,85640;2,42100;23,63507;44,22378;0,24502;20,24998;34,78921;23,56608;18,43712;8,27983;27,98374;50,48161;9,79235;4,95174;24,49992;176,65154;0,83189;80,65195;13,98555;8,52308;74,25342;79,10332;15,02336;12,25952;6,57841;9,77386;10,53947;3,00652;46,78153;50,84050;164,99273;20,03829;142,28209;6,83811;19,42086;8,61846;30,99213;9,14647;19,45903;45,77052;31,32432;110,04122;11,31482;8,99916;33,26960;5,28039;167,43422;22,25456;16,43890;4,53001;58,74770;2,28475;7,51459;3,85328;130,18688;0,34055;16,28146;24,16504;11,42368;81,57821;23,76047;3,19548;24,22337;25,76872;31,03250;199,08341;25,81728;2,06314;20,98400;12,17344;2,49982;20,48596;19,50729;92,89375;42,36977;11,47960;34,45446;1,71344;38,81584;22,74802;49,01598;0,32140;21,01838;18,91183;5,03500;5,05294;4,70470;9,86925;2,17080;0,90884;22,99274;18,11913;16,99306;2,70683;13,49398;18,05980;24,74862;30,63334;5,95604;0,57876;24,39405;10,33085;18,51490;67,76697;5,63849;15,18187;11,33392;36,59680;2,86956;10,90481;27,53331;18,95026;1,73019;31,14396;33,64682;2,86871;5,79776;44,81169;19,39804;13,32053;24,09869;7,97114;21,27326;64,63064;21,57417;1,60716;7,61330;5,30941;8,53816;29,96997;4,47517;10,91321;15,44663;26,26251;38,76373;21,33843;24,52184;29,86259;0,74524;73,18740;15,79446;32,91836
14;0,48598;2,58680;4,49051;9,07558;2,70349;2,41637;89,64560;13,47763;4,02165;1,01570;5,42889;35,03335;20,63363;3,12750;2,10396;3,57750;1,96594;4,06848;2,41271;0,25446;7,99447;7,25998;67,49943;0,79175;6,37987;4,35194;68,98043;0,69611;2,46516;3,40233;0,40169;5,52002;2,73091;10,56310;7,87390;9,01309;9,14406;2,86850;5,75260;2,74422;43,51123;0,15799;23,12880;5,80374;10,57399;6,44531;6,83774;4,51982;2,11518;1,16852;2,43560;0,03102;14,71171;12,55918;5,07432;25,35296;11,94794;1,61665;24,90702;6,86193;23,77365;29,92492;3,79117;3,62051;3,60493;76,42135;23,67515;24,67925;21,14968;16,90204;7,56551;2,66778;27,26957;54,13840;5,24939;5,72191;0,27924;8,91778;4,49177;5,59037;10,79170;223,91381;10,08254;10,37310;2,52711;145,87107;451,89398;3,84137;3,64030;23,83368;76,18169;1,92670;0,22128;25,03054;1,28806;27,09576;3,79789;6,62184;16,75914;14,97938;26,93544;16,78940;10,13200;20,61297;40,95897;3,35350;7,84163;3,77015;0,41913;2,26288;7,53093;4,39522;2,61042;2,26517;99,68955;1,74342;59,00056;14,09899;82,05544;7,45373;187,11953;226,13314;7,92813;3,19295;10,18321;0,84889;1,47772;6,76124;57,05423;6,63075;13,52017;4,73602;423,14256;14,97152;145,97203;24,35577;13,29670;1,18410;53,06843;485,70020;83,87452;59,12197;9,99952;5,48711;30,69654;41,22310;130,97432;1,14173;5,35258;14,36196;26,76307;64,17083;14,14940;0,06156;24,73732;8,37447;4,83650;24,16309;0,21041;49,04337;0,30448;9,80572;2,30675;2,08774;12,37641;5,85312;78,79808;1,56876;21,62310;19,83631;4,48595;13,10841;59,16971;6,12311;8,95193;3,12360;7,14138;2,49103;5,50026;0,54547;0,42348
15;2,31484;2,88818;10,55533;1,26903;6,00004;4,24163;30,09272;0,74417;3,44770;5,20336;1,38614;5,34215;5,13015;1,69804;2,61603;3,51117;5,95846;2,04178;6,16401;8,06256;4,04989;3,51587;1,57535;3,08839;6,85458;7,17252;1,25570;0,64182;9,28584;10,01113;0,88811;1,95456;1,47778;3,17205;3,53601;24,86509;15,33471;7,72658;9,60532;10,89117;7,29209;9,63876;5,57076;3,14897;1,33695;5,13131;0,99480;7,73197;3,40380;24,71690;1,05313;9,40643;13,76955;4,94038;8,47605;8,35494;1,87757;3,23396;28,11025;1,95135;6,25166;2,82279;3,56311;8,20739;0,25541;1080,13422;6,25875;0,14464;3,61377;2,29823;13,87355;21,55970;0,18852;3,37475;0,11493;1,23623;1,28645;4,69577;4,06754;8,67092;3,32819;1,73015;18,51412;7,04771;3,98494;4,13334;0,62624;43,28945;10,26087;7,36279;0,99508;14,07190;1,91116;17,58671;5,33582;0,66668;9,83723;15,71291;8,81650;8,40290;8,46623;16,37908;1,46573;10,27159;8,04556;6,30743;17,80034;3,80496;8,34483;1,29682;7,30852;5,32981;9,29644;16,84823;7,11679;5,63221;9,56825;8,14266;180,56254;7,60882;55,29623;10,38497;4,77748;3,68480;4,03008;2,08159;0,91579;5,28211;17,12577;9,95551;6,52133;17,96876;2,11025;1,43409;9,01500;3,45541;17,04189;0,72303;26,03627;3,51830;14,31891;2,19361;13,88476;9,17553;6,67216;2,07583;31,41040;5,79669;2,92622;0,74059;9,59086;3,03892;29,26446;9,47504;1,46351;6,27208;23,36056;18,15383;4,50418;3,19483;1,18022;6,05112;10,06578;3,41824;3,16030;16,19046;15,99469;1141,64382;1,42424;143,05591;6,49967;13,13661;2,09976;3,37800;0,37983;3,09263;3,24343;1,97199;11,91026;7,77066;3,82431
16;8,32858;13,20707;1,69586;2,06109;4,66803;8,03343;1,54455;42,52699;2,22719;3,23711;2,42936;9,69553;23,42582;1,55719;14,40123;4,71657;13,74620;2,85089;6,04217;15,68710;2,50571;38,00106;21,60834;2,18594;3,84893;6,61727;9,02659;6,74525;5,35007;3,63830;21,97340;5,07274;2,96661;15,64620;2,05036;0,38677;43,89347;3,44218;0,12017;11,68157;1,37241;11,26171;9,30478;21,47755;6,66970;1,38626;3,63531;26,14064;1,14486;46,84240;1,15869;1,26335;24,86626;1806,18345;10,55352;1,11218;11,94854;13,54149;1,94264;9,36461;1,68070;7,59836;4,23314;7,52416;35,31414;4,92735;0,43709;4,14566;15,37129;15,63752;1,58228;3,96040;9,33976;4,15229;3,32716;3,48246;8,24924;3,42696;0,18910;1,98746;0,43752;2,30501;6,66669;11,33373;7,48147;15,91410;0,70415;39,80964;3,29398;11,15238;15,45635;3,58900;0,39514;3,77243;1,13019;6,57031;8,85896;1,27929;13,60781;13,19240;4,03741;32,78698;5,54234;4,27461;7,15580;0,17284;12,55756;136,02260;6,04433;51,02664;4,51246;38,45694;1,93401;3,78500;13,80239;7,98989;71,17077;2,74333;0,92467;0,91101;22,03778;73,70299;2,76997;3,87165;0,77875;28,18709;0,99773;3,13296;20,50889;2,96148;0,95186;4,65401;13,74035;6,35126;5,61576;6,06746;26,45481;7,55273;21,22853;7,43338;15,63669;4,95902;19,86162;8,05189;20,70161;0,90893;1,12448;3,22620;23,77202;7,06886;84,00980;13,01460;7,08161;0,62512;12,82193;24,56474;6,70955;1,81793;0,03725;12,46133;2,81918;0,50970;10,22588;22,75332;4,71918;11,93117;17,40248;18,03382;36,73279;0,78440;3,19138;8,21946;0,90331;1,04196;18,10151;0,60471;7,55328;9,89399;45,50212;17,08862;2,44586
17;2,14278;3,25945;8,13978;23,27323;6,87870;41,54168;100,65805;67,33014;74,26711;24,10292;42,25419;3,31532;8,53237;9,33148;5,89570;18,07718;8,18201;37,01735;12,92954;177,37815;140,40011;5,86240;17,32710;8,67401;22,35567;3,91188;213,12445;10,72448;2,14480;3,55752;0,73809;2,26804;9,25718;20,70865;10,94657;3,28637;12,26850;186,60337;131,44620;90,42850;12,90866;10,71952;111,71979;21,35265;65,22593;3,22361;14,15005;70,90110;159,48454;9,51523;146,96031;20,60618;4,34380;4,10051;62,91092;14,19837;9,23928;4,57772;9,31780;1,33164;5,40384;19,11182;14,73694;26,36418;3,34635;1,52008;15,51877;0,80986;5,52093;23,06263;26,81161;5,79409;21,69337;7,58783;2,72007;16,14636;0,53139;2,38059;8,73976;23,28048;6,39185;4,68480;4,15986;7,51753;7,02517;1,22632;11,64636;5,18984;5,28396;6,95066;19,07711;0,69016;0,40591;29,12182;6,24546;1,83616;21,05587;0,23562;22,79165;30,11490;4,33520;1,34845;6,34333;6,88937;1,37011;2,36600;6,89217;7,02848;21,13275;11,59648;5,58208;13,41823;15,18088;12,50601;23,49045;28,08766;26,83468;17,63692;2,44619;2,30833;5,36287;80,77455;33,89194;4,35253;40,81097;4,77886;25,83153;12,43193;2,75428;4,13411;2,25886;2,85183;319,33007;1,19787;4,26918;12,37862;61,69636;35,23566;0,49874;24,34239;5,19579;3,86973;20,45896;2,11419;8,23111;18,30684;15,22418;6,69206;24,28544;1,39811;10,42650;85,96817;26,20126;30,87125;0,47093;5,40201;63,29566;8,05792;14,30932;1,35325;3,19038;1,87531;5,28178;20,58149;1,37810;96,13342;8,84963;4,85024;2,05684;28,11722;26,32452;65,22296;13,43489;5,88400;15,71226;61,82472;5,60060;30,51691;2,82235;6,08878;0,50678
18;18,42580;15,05733;11,99038;9,53434;5,25832;26,09095;3,08067;2,10656;13,54425;7,77328;12,72592;1,46288;13,46420;10,91723;0,86806;10,48349;41,32950;7,12793;22,62377;24,84140;3,94342;3,88483;17,78706;37,52938;0,45381;6,81038;3,53455;9,89325;17,06072;26,65426;45,13801;3,80788;6,83863;23,33008;0,79943;2,65616;8,23472;0,04141;0,73358;3,39350;1,08409;1,07194;16,50301;2,69830;10,36110;0,03061;5,81292;1,38196;2,89258;0,82563;0,69141;5,53914;30,19742;35,02841;19,72870;66,88288;10,67231;6,24036;4,28480;12,15031;2,02420;14,74786;5,20785;3,74349;41,51884;12,72426;0,41400;3,83374;2,12031;25,86437;12,50669;0,56216;35,27685;0,50928;0,76215;1,21809;6,51572;10,01464;16,97604;5,90134;21,37253;2,96960;1,94751;3,17275;1,50402;5,88910;48,53379;13,60136;2,00070;1,83785;35,69379;0,11980;4,62027;3,84640;19,20186;10,39859;2,05762;14,07641;70,73216;6,95322;10,75500;3,93963;8,63653;3,79872;5,35470;1,96627;13,02528;7,10925;2,39412;4,03921;13,17209;1,57014;4,87702;5,40487;3,34757;1,80591;4,21706;1,63045;16,45507;5,11389;0,61974;8,45955;4,17756;3,95400;1,47917;27,00474;0,51537;39,26518;2,13393;16,86745;134,53211;0,91662;4,98216;4,89657;20,85604;8,64601;24,69800;7,01955;6,31984;20,72713;4,67974;17,47080;13,27332;9,53313;3,89533;8,17404;1,75990;10,67061;1,73647;8,55261;27,71574;22,71155;1,02097;15,35161;8,13595;9,29200;13,91683;7,04554;1,59600;13,18875;0,79694;9,12827;1,89729;6,04783;5,37808;0,73260;3,10508;7,02291;18,55458;32,66575;1,06998;10,58980;1781,03948;8,23285;0,50524;11,23538;8,24000;5,84433;7,51974;1,89143;3,29419
19;20,46488;8,67740;0,17055;9,95726;10,15853;1,45635;18,87855;2,06205;12,88493;14,77318;0,77590;784,13886;339,01288;2,99439;11,59686;24,36975;0,90074;6,49642;1,11766;1,84912;0,32309;2,24609;217,81701;29,22508;2,39359;2,41363;135,76612;0,05853;1,66225;1,48674;13,70266;3,69136;8,75196;4,04133;329,14692;0,82091;282,96855;2,69415;33,40273;0,90420;0,70970;4,23225;9,44359;5,07746;13,28602;1,62406;9,79411;11,96060;0,11158;0,34491;1,74497;2,68632;4,00526;8,40169;87,89963;2,58120;4,43944;13,07069;2,91884;0,44034;2,07493;4,91813;9,70178;8,33352;6,98382;10,67569;3,78920;10,31263;4,87768;1,08107;11,50809;2,00113;16,87075;1,22001;0,54624;0,92274;8,14232;9,55766;1,22613;2,80963;2,85738;8,70259;5,55706;4,38190;6,37627;10,13538;1,54649;12,71551;6,19379;21,90019;16,04285;0,41150;4,21764;35,73942;11,00136;1,29537;15,65371;1,41040;0,71278;4,66968;3,23228;2,45092;10,93035;5,12784;0,07124;1,91194;7,09833;3,00040;8,06941;1,53493;24,88338;25,60251;6,94388;1,02924;5,96628;4,06073;51,03462;6,67962;10,12677;1,05272;6,07530;7,09886;2,84574;2,27023;13,83213;5,32203;0,69969;16,95852;1,46156;5,21918;22,49587;20,09244;3,36101;3,17809;16,67972;7,63678;29,77235;9,90645;8,87148;24,18946;0,15731;60,35327;11,04970;4,87682;1,55748;0,85362;2,10865;50,07775;19,25067;4,72710;35,91822;4,58659;8,25472;3,54799;1,29246;5,95106;5,32803;8,27859;10,11478;98,00226;1,57565;1,61021;6,81581;13,96422;10,26311;56,42456;14,99082;2,37842;48,63445;4,20982;0,43484;0,72560;1,42386;2,62622;1,45722;1,71507;3,45720;4,78641;2,07066;0,94835;7,02877
20;7,65706;17,90732;1,00442;8,43021;10,87356;0,43334;28,72931;3,09396;2,04509;8,05084;4,42125;8,23682;9,29037;10,30843;36,04050;5,52393;1,87635;14,39672;7,48799;14,15638;9,48541;0,58095;4,46563;9,29987;0,73312;10,27191;50,75926;0,37311;5,47766;2,99498;35,58750;0,81889;21,14970;12,74485;4,70035;3,14598;4,26870;29,34853;15,31448;8,44884;4,36634;1,27944;4,39995;2,12197;0,74077;3,70129;4,23497;1,09140;1,41227;17,55480;9,39947;5,21122;6,32254;136,43529;14,59081;0,77237;12,36272;13,17310;4,72394;1,36508;16,81611;0,96691;2,62789;1,71419;18,52965;28,80092;27,75673;17,93898;2,73230;14,43478;1,00371;4,47802;13,69135;14,22846;3,13833;14,80792;0,13638;5,24031;10,67549;0,26099;5,50586;176,91407;33,30219;3,24123;5,55925;1,31818;87,90395;54,76800;11,85166;2,26735;22,35898;9,30472;2,77796;19,18579;5,07352;6,95646;1,86953;4,62670;1,50422;4,83866;5,49096;9,42814;5,35488;5,79694;25,25341;0,47078;44,57228;171,70676;0,50270;13,11824;2,20015;15,82990;3,38463;1,61355;643,40992;6,37545;14,31958;1,50163;13,54217;17,05335;5,33445;433,37948;2,73117;6,74950;3,17785;23,22453;1,69711;15,81742;20,79706;13,76093;2,99218;1,28409;10,05525;6,83041;181,23945;2,69969;10,33634;134,67796;4,76110;37,91536;12,42701;52,21638;5,98731;25,33425;9,36179;0,10451;6,12607;15,59329;22,42635;8,17689;5,82704;31,37188;5,94209;9,16731;0,83267;5,95063;15,49792;1,01152;4,56071;46,46932;4,20871;5,66119;18,79097;5,89539;1,18698;1,90013;4,05690;12,55512;15,18192;34,07722;12,65481;0,11872;6,68510;2,09955;4,00047;8,75487;3,78736;2,60380;7,71696;5,76132;5,55573
21;36,84162;4,71650;2,27734;2,64131;1,83245;0,61238;11,23097;31,38930;8,35285;6,08090;17,43767;50,09428;10,70548;2,76087;0,72508;36,72924;32,76905;18,73545;1,59441;5,71546;42,58567;2,86516;6,52647;13,34520;9,32198;5,45333;10,09280;22,71841;48,81543;17,10158;0,24789;23,14039;15,01468;11,77492;4,58441;30,75790;3,83088;43,44082;5,30698;23,20471;28,74063;22,83808;7,07832;2,04140;2,73533;6,41894;1,70273;2,58240;9,67000;5,51225;2,45481;56,81664;10,84773;10,24178;13,76162;6,38874;17,74442;22,57549;1,34398;23,52373;25,92942;3,00479;18,86706;4,06418;14,12765;1,21908;19,18417;43,22476;1,68776;2,19177;1,21423;37,29988;166,39178;6,82490;10,61764;16,19685;2,36048;12,06817;18,67966;12,85740;18,50894;77,25059;14,24710;6,16253;19,00383;34,06103;0,67463;14,46336;3,59292;22,34081;8,35905;0,51146;2,13391;33,36492;13,36686;39,72345;1,82766;4,06699;10,11526;4,45502;12,42430;10,82193;5,52182;8,61507;15,64267;10,79094;13,03786;21,78442;15,75798;15,97979;4,70412;7,19647;15,17557;8,28874;7,34290;3,91421;3,38335;44,39348;5,37919;65,95989;3,68675;8,12091;0,92816;2,11878;59,29796;3,11320;6,21821;13,56771;14,50122;14,65052;2,78166;16,56704;9,30936;17,55576;11,37577;20,01624;27,38285;2,65662;22,00320;26,81484;9,85697;12,50095;4,62817;0,41813;23,87297;6,67979;13,85668;1,69330;7,08443;46,69936;92,44174;3,87134;11,03192;39,25301;3,79150;91,26524;23,35151;27,67651;13,27226;5,85913;2,97398;23,48894;16,04356;11,75263;15,35645;3,39648;112,95770;12,41262;45,67226;0,82851;16,58364;10,02861;4,50849;1,79834;47,51072;1,87395;10,29513;8,74524;11,52312;7,98439;6,01170
22;1,97038;4,77662;3,48483;0,36362;10,79119;5,77405;6,07648;5,06382;0,08067;0,73669;0,80214;5,29817;7,81800;8,30076;6,11549;3,82365;5,97412;6,62863;0,77869;0,38268;4,36319;5,16503;1,02189;17,25317;0,44301;3,72130;103,81666;32,06684;4,20379;1,02049;3,74019;0,50381;2,10364;5,40948;13,36589;0,76818;2,28655;6,86144;12,95996;7,82464;0,77168;16,66585;18,17870;2,73522;5,84023;0,01861;13,48403;19,16168;4,58317;29,53548;6,55019;5,92426;0,35152;18,51416;14,74508;168,40402;3,32091;3,79000;4,47130;12,11939;11,16053;11,13699;33,65160;22,88625;6,16532;5,03091;7,27114;20,24222;8,13684;8,70892;3,71953;5,20657;1,21844;11,80901;2,55815;6,01530;3,18154;7,49821;0,76719;8,01906;2,14019;2,40388;2,09836;7,35291;1,98200;4,08257;4,07374;1,00731;8,58354;3,47860;21,75646;0,49099;1,64933;29,38728;4,66043;3,90690;9,10956;5,63664;3,89458;39,20170;14,03890;0,43648;4,04252;3,14528;21,35080;6,87209;54,34870;10,84566;1,04189;7,55814;7,08748;15,19542;11,33470;14,16219;6,96420;33,97548;0,33152;1,20848;3,65118;1,78297;101,61623;5,44743;2,73434;10,57633;8,45221;4,24757;4,78228;2,86272;7,63868;15,03390;26,02827;25,27197;8,18490;8,17361;8,77772;2,37160;44,27225;47,59603;6,86191;22,17550;5,67582;0,48680;0,08434;3,00752;11,12111;13,36817;30,70219;8,29452;1,44489;14,00418;49,10943;2,03907;2,58439;22,17723;1,47350;0,86638;7,47899;11,60705;3,43100;6,12083;4,18667;0,70903;7,31750;15,25002;5,97346;3,04862;1516,60788;0,77975;21,24299;198,71911;4,69998;16,58025;3,53418;3,10214;3,75632;1,45076;3,31997;5,97840;0,21462;4,69044;8,65092
23;7,82706;7,15832;10,73615;0,12427;6,65207;9,76278;5,81365;5,45750;15,86805;12,88318;0,89792;46,54835;31,48684;1,14824;1,77641;16,68282;8,92466;1,27738;3,92149;15,25976;11,17034;0,11968;5,88869;5,61977;2,07133;3,83789;3,47220;5,80448;1,80093;7,73383;9,38202;0,76853;15,83110;7,41703;13,80229;2,76408;32,40034;4,96152;2,83154;4,78506;7,90771;2,26417;8,59933;9,30422;5,70200;1,63360;0,97176;10,02281;19,86195;2,01509;8,10082;7,11128;1,98172;0,58817;31,81505;3,49207;14,38245;7,37995;0,53688;4,90362;3,66894;4,45053;159,49993;21,53893;1,19768;29,54945;13,29779;27,02060;5,08489;20,59815;3,87147;13,35317;3,42854;9,16143;19,73844;8,45203;18,88769;2,69063;0,92631;9,91872;133,37724;13,71853;5,41845;3,09103;16,44067;71,88837;1,54462;28,24868;37,92319;9,78700;1,36284;1,59459;7,61971;0,93735;2,89798;18,67981;15,97693;4,20091;20,21737;4,38089;17,17309;4,54646;1,60677;11,09157;2,00340;3,17246;9,08064;1,14735;4,50223;12,27396;5,25379;2,93345;0,73185;2,41751;192,61766;14,35930;1,79567;4,29549;32,90774;6,72019;2,17501;12,33485;1,73874;2,30340;3,25539;24,69186;18,01617;7,29332;16,43636;16,55738;1,49190;5,68576;1,34981;0,51781;23,80266;26,00139;13,97469;21,51195;12,71573;3,47366;15,22390;5,99151;56,68699;1,51648;2,44196;37,38629;17,94824;1,72718;14,46380;1,64042;23,13606;1,41170;4,93672;20,78150;2,43094;2,42695;2,48919;12,56809;0,80389;5,91163;0,63956;12,99539;2,38181;0,41842;0,21908;50,14795;126,31906;24,37656;14,54229;2,71220;3,57953;9,01501;2,23813;2,40756;20,76582;13,94307;43,85890;15,69177;5,32298;6,31997;2,17901
24;4,83716;7,92004;7,17099;12,50154;2,78146;0,22139;5,21037;12,85133;19,34919;43,49334;2,77017;1,49335;10,46221;12,31501;31,61080;13,58027;4,62506;8,83537;3,22550;0,36187;6,40507;4,85838;0,69005;14,04529;2,92014;5,75978;4,46017;10,88707;2,27525;5,02217;5,50558;9,54201;5,84274;2,31347;73,96809;12,86040;1,91905;2,97170;2,63108;18,53961;19,60244;0,09580;4,25771;1,85900;7,54994;12,13092;25,76757;1,47408;1,12856;1,12006;4,66012;1,07673;2,16956;0,78537;122,60903;0,82493;12,53774;4,34654;17,52047;0,15697;7,90340;8,45184;9,99281;17,04739;6,48909;4,83563;0,88293;3,52210;9,56105;6,37352;24,18030;5,58743;10,00536;4,95823;5,78100;16,54857;41,20723;7,93463;5,98775;3,75132;41,25819;0,28097;9,99927;7,94236;4,94996;3,78235;4,01475;3,52384;1,01898;6,20145;7,28158;1,60464;2,62917;4,55472;1,51928;9,13702;52,52178;0,88654;32,04631;4,19369;23,49607;0,65401;10,38028;36,61085;1,44988;5,09448;7,49113;6,76995;14,74426;206,19359;5,12270;0,98165;47,69243;5,82830;0,47503;0,07071;11,47323;1,80298;8,57646;17,49567;38,92858;57,06156;3,78448;136,69511;11,69687;4,03322;13,00842;9,62151;7,81745;3,26474;16,40257;1,47570;2,21387;2,07802;3,17172;0,62373;3,18150;10,02129;0,88057;0,40327;14,73486;12,86168;18,17045;109,31713;2,32029;7,24237;9,32387;2,23840;12,14514;9,20941;6,15435;4,10711;2,29888;17,70237;114,31176;8,14099;6,62987;2,42998;0,68013;34,71714;1,49432;23,12305;17,19402;4,85753;4,04056;1,36887;8,50034;270,63381;38,18146;4,67798;13,28907;9,09470;67,75156;6,07046;3,33895;18,73772;2,48830;12,48504;3,47400;6,51561;15,76566
