"","V1","V2","V3","V4","V5"
"54",0.105964216311682,0.572301911758371,0.083578491479553,0.175459085067849,0.712799081024522
"55",0.0548954464839184,0.520671893753831,0.0627127543473635,0.292232556436309,0.708589778369818
"56",0.0435259006461106,0.750460416058435,0.0865625052761678,0.156329008879758,1.13919924663207
"57",0.0878093126356792,0.278302586815488,0.0395111413199889,0.147752764248293,0.513063372733264
"58",0.0550105278852362,0.284692028308959,0.144002741360464,0.203650224568697,0.0911452619306551
"59",0.117456944874458,0.309156287407167,0.0928760884891881,0.222530188010829,0.294998484658373
"60",0.0405853168875489,0.484855186735693,0.0586774063700612,0.226645726830349,0.648532879067958
"61",0.0342381092251805,0.577520170709523,1.60324103164333,0.18019183160214,0.0586662230323693
"62",0.0512627801392979,0.467468847104664,0.166585080083372,0.159327737761144,0.0702164461795528
"63",0.0558242997950079,0.281969081300052,0.221880562920791,0.165794000278602,0.321879742264556
"64",0.0689005358012571,0.878060058861688,0.353680712700276,0.19574922318372,1.00506045832261
"65",0.0951463913689315,0.955060062168867,1.30770970994637,0.403715382947313,0.106105251772878
"66",0.0622802110837193,0.362747531053973,0.444671474546722,0.264416809302237,0.774823062828172
"67",0.158875133339548,0.56946106852042,0.818336344005504,0.834023741977695,0.326866213517076
"68",0.110174223156354,0.915431252500817,1.067453179676,1.02839823004147,0.420930627119677
"69",0.0384641749508324,0.40006142291303,0.321135883294774,0.582882796387353,0.407536207377359
"70",0.126017254395786,0.571919468539767,0.306944227275834,0.0574268168700408,0.991184498594702
"71",0.249991814661207,0.390758969574795,0.344518168522409,0.880544869912201,0.237897582150232
"72",0.135865305824563,0.669657936824399,0.330658382617009,0.480956663570034,0.052305606555085
"73",0.068137347619816,0.370679295732734,0.596386551323396,0.425983363805815,0.440245840526267
"74",0.0710276464204506,0.237588083804455,0.369092761644842,0.160844933176358,0.572614687913958
"75",0.141980569483683,0.198219244723852,0.365139403407903,0.522128597018299,0.557698867301264
"76",0.0263909351551739,0.433976305492471,0.87499628267786,0.223471971950083,0.140019436846939
"77",0.0517804302575478,0.527255512617435,0.730017642473675,0.210749560185332,0.119482830644519
"78",0.0832998832681027,0.333720787263757,0.698543929094312,0.310955562918716,0.808268555245205
"79",0.0664032259076785,0.294517573228866,0.371609041417523,0.103499311715192,0.235825167320541
"80",0.0787079671959561,0.549273100552348,0.92000807831604,0.240988280883378,0.336395058689072
"81",0.0355891835887626,0.239700344626551,0.393698545499784,0.18127083211485,0.381468317433451
"82",0.0498226666368156,0.0867590721088983,0.193898844672323,0.153484398887015,0.28169471058771
"83",0.0658977890959156,0.274220866831573,0.0172904605656739,0.644203141174692,0.661101337197468
"84",0.0486428318012372,0.215417618836069,0.237805858697354,0.82574107361623,0.196835309825018
"85",0.0144235886262335,0.171461745992615,0.106951287841689,0.212987233364029,0.289204192573973
"86",0.0615642907152215,0.21721664689575,0.125485468590025,0.129447668693897,0.310142045237787
"87",0.0627110230857229,0.34585688890427,0.121517977691042,0.785674257605961,0.249469640076983
"88",0.020951492599935,0.51113747487305,0.41599141908649,0.505608394266321,0.0786416944786831
"89",0.0439873943906384,0.16207287440179,0.032807903722356,0.360454062657611,0.358531861910242
"90",0.0591733588239428,0.126254490153518,0.0485764769087622,0.223384777503455,0.169935509321271
"91",0.265580220582282,0.324180295210364,0.0527954089517851,0.281784571513155,0.802063014681078
"92",0.069849816523421,0.288455868316172,0.199551980449862,0.305543511071945,0.440724812869739
"93",0.0607173293588588,0.293117349680475,0.146817106391545,0.362503549431364,0.284880622931119
"94",0.0308054634412652,0.202292240423797,0.157622836736682,0.164597448790918,0.417588198981471
"95",0.0513813911265144,0.364733368238337,0.143768868884147,0.43413281002711,0.654254382830597
"96",0.13237467132478,0.51524899406838,0.623652315435295,0.778696898186245,0.916141279759114
