"","V1","V2","V3","V4","V5"
"1",0.376929253357619,1.22334989325749,1.13719964734811,0.0922493150451552,0.381882240630033
"2",0.0349651744003117,0.987967417447769,0.814017182210798,0.2134919944347,0.579509000906248
"3",0.0470320520034558,0.0816169108910395,0.184589921955977,0.0653601547616212,0.458472968749389
"4",0.109770193149217,0.932978625739858,0.449951406284402,0.124515633703654,1.02583812671947
"5",0.316589634999879,1.06641907456051,0.660383165952195,0.424953367382304,0.422356021995757
"6",0.219141150922398,0.937888218429194,0.100685387671274,0.197403326825006,0.428220922415761
"7",0.0679996508908584,0.075230351185541,0.127098007718575,0.0604936600764119,0.471184057751616
"8",0.168581010326185,0.975407239096819,0.430865914932421,0.0602064143920536,0.210251967748731
"9",0.231700255144035,0.510871896336652,1.10737503593993,0.0742156993427087,1.45233055174462
"10",0.0985982953580685,0.656976253409685,0.368727995715542,0.0789697479782635,0.0777784417081694
"11",0.0514481768297839,0.0465395388126724,0.225502464605003,0.0576306770520423,0.117578382454887
"12",0.0744380939075102,0.595710358710916,0.627759139765251,0.0821630610899494,0.433170532449988
"13",6.46234888505453,0.996064196386863,1.57893674770559,0.276229763733804,0.0692046712061289
"14",2.52308594616152,0.708724924058782,1.04006023110032,1.12642392393956,0.237196670569548
"15",0.373968151188839,0.0667536349175368,0.282082161644681,0.0403162733484331,0.103146748231156
"16",3.39407919353879,1.27017015361447,1.98780848164399,0.325299478775991,0.043771092288579
"17",0.574504166327243,0.539119952367519,0.133178581344594,1.18525106524839,1.27929474926103
"18",0.180331178303748,0.402916852643758,0.31280069861134,0.386276279085505,0.557563271531679
"19",0.0367132767316344,0.072047092756201,0.0727608116007849,0.191081051617749,0.921625086116225
"20",0.508254935069856,0.566322068450826,0.163078946507312,1.47740451637467,0.715056743346566
"21",0.705794636663335,0.464516966316063,0.0458790995134014,0.771115826053856,0.53813320539736
"22",0.16921328869212,0.465144118991507,0.0561445661544122,0.390524673235903,0.225815103847639
"23",0.10992852856664,0.0715697931906617,0.110864881814753,0.17343478825282,0.613028933491688
"24",0.800646346700089,0.691236866291007,0.1849730123953,1.05076359929936,0.171000666294797
"25",0.20638470307591,0.300535259084679,0.152963693865941,0.370670408668683,0.462911575824371
"26",0.116593456673296,0.351456343927693,0.19152727257749,0.18126764807512,0.1700714681405
"27",0.060190452403783,0.0399929616049027,0.0170069855612918,0.176066072689532,0.291278808656612
"28",0.343885091552843,0.423956198042562,0.0519207008309241,0.808519036516246,0.715803706087464
"29",36.8358813636908,0.0239574219947103,0.0800607705530864,6.49825996959628,0.076763478494604
"30",7.27199461298736,0.410174330400896,0.531617686787248,3.23958218507951,0.23767182605373
"31",1.3237984342511,0.00816791800012033,0.0253874846757302,0.35620907704497,0.428668720249278
"32",46.0579814262792,0.417492666486693,0.279030515622807,10.4576845897816,0.101842828278528
"33",0.962609494219238,0.96071711046332,1.41379363189316,0.0993419047228934,0.520723827987424
"34",0.35885977852724,0.353310580274418,0.710731487831241,0.757403467751983,0.269484300165633
"35",0.148332264424405,0.467796862355383,5.42283923891997,0.369613884808162,0.688717849440853
"36",0.452555497011939,0.890873370700543,0.559394195783145,0.231940574115607,0.51169320872877
"37",2.2406676092491,0.598249374830718,1.341547893781,0.178736601941865,0.488905601465506
"38",0.583697699560843,0.491041262355848,1.06843535810744,0.191510608247901,0.0924673590024859
"39",0.823222447962373,0.197581001879239,3.03817097964564,0.256633079276358,0.829857443800518
"40",1.22019311657286,0.908875244964314,1.20224282508728,0.311829752225898,0.504397367084079
"41",1.03520615135487,0.605157394220527,1.07336664561537,0.141330328173831,0.266125961831293
"42",0.461293702807673,0.476062784678735,1.00470949941523,0.194871091359889,0.129109804453564
"43",0.511117368303357,0.295021740654475,3.33148695406612,0.360822256097428,0.898242511562526
"44",0.63922007872277,0.576854893037527,0.901430228494613,0.351359341511716,0.366457289284788
"45",63.4923012194047,0.679287934383716,2.07664695624517,0.111902795972987,0.535004587694699
"46",12.3311829865853,0.746269304504973,2.24738448611598,0.078378891325166,0.0874451840254021
"47",6.54905891804107,0.0732990356607613,2.66282171939316,0.223526619251943,0.640520400182953
"48",32.311192044894,0.922247438927263,2.13581431424347,0.125437496161668,0.338897671017915
"49",0.288177620599471,0.500933315139298,0.490669380465214,0.274793263886387,0.0716179706718253
"50",0.141998263162103,0.367096961777559,0.634311605985818,0.281314021159597,0.243185639403154
"51",0.115232659168685,0.552214007470882,0.382615738479843,0.107457241478744,0.431072768947596
"52",0.0222642089888113,0.751444581030378,1.15236316555366,0.228404642707463,0.121979693563984
"53",0.0852754817158589,0.452105501539076,0.0272918659782526,0.183305901824013,0.423692383769951
