5.975390928470307450e-02,1.196994942648291899e-02,7.061385072770802462e-02,1.186400976092192531e-03,5.272255200940767494e-02,5.814679803682873405e-02,8.398400315717843845e-02,9.219389009865398832e-02,1.677635859725319992e-02,6.571945329353488796e-02,4.258336588783022056e-03,5.135108717880226825e-02,2.225031086012568479e-02,2.573226469857805947e-03,4.415647015552517929e-02,2.212289281174550232e-02,4.583898952559864633e-03,6.763241246465780121e-02,4.225876207070490033e-03,4.889377138024127850e-02,1.832590246554686997e-02,8.001741576979854234e-03,6.475448676217829269e-02,4.986922055887230837e-02,7.495167138053895894e-02,6.106601919307749413e-03,2.882562863626840499e-02,6.090602245465784326e-02,5.405649065292145866e-02,3.018998836121745966e-02,1.634609399490049783e-02,1.654393122647176972e-01,9.824006900017879379e-03,4.824198211605340569e-02,4.895252494193121084e-02,7.290729291923429833e-02,2.813561084371643192e-02,1.332625773349527809e-01,1.158715188430829192e-02,7.262182513957204932e-02,5.361539092200483941e-02,5.950847337458334274e-02,1.120115761291505876e-02,6.969795512103985069e-02,6.338573341828508331e-03,2.262856989930637358e-02,7.608309365610559094e-02,3.526705240214985521e-02,1.006005689897908478e-01,1.594762363415796330e-02,3.042701754527503931e-03,5.927551900111231731e-02,2.869934061050353233e-04,8.695259826329970743e-02,3.943814890670119255e-02,8.157448766025059139e-02,7.653493739885271901e-03,7.518092083894357958e-02,9.026803500281339876e-02,3.997261322099185388e-02,6.103427300780275150e-02,3.133533204151285612e-02,4.281332427694830613e-03,6.261070669015458834e-02,9.224205770172714744e-03,1.012500607942942166e-01,6.095031113475302131e-02,4.507411250517702472e-02,1.058718900016491528e-02,1.615201007654026855e-02,8.717141832695646242e-02,1.710852972971380233e-03,3.949223764701085410e-02,9.584372590769624917e-03,2.244180308573387808e-02,5.275561949364875047e-02,4.191243805744118700e-02,5.917368240805950808e-02
4.945769738415532746e-03,3.502967733889127827e-02,2.545600842727530413e-02,1.039478483633113348e-02,3.045923413587352246e-02,4.061921715153724716e-02,4.456694977827137943e-02,4.531872842625885023e-02,5.398797251912049872e-02,4.238370629679723278e-02,6.516315045746320922e-02,5.796592211377547127e-02,7.300988496344541778e-02,3.027434292162581309e-02,3.424722243989643863e-03,6.374577654730448351e-02,3.784584801089319051e-02,4.423195644462058623e-02,2.285819415252952902e-02,6.068111230667103811e-02,2.763180415234365445e-02,7.318688126815355022e-02,5.226116748842722648e-02,5.676545518418862901e-02,2.496159175670259814e-02,3.355303914163940138e-02,6.438163261119736469e-02,6.906887344880661972e-02,3.280904486554639399e-02,1.056059612716034879e-01,6.679977311505069272e-03,3.668141647028549945e-02,8.970135684486481992e-03,7.446063992693111033e-02,1.574317628837922783e-02,1.993905404956643548e-02,6.241164430155603411e-03,1.243892289445487215e-01,4.386182439874813238e-02,6.334196010116088793e-02,2.738916047526723969e-03,2.824273493273353822e-02,1.399233777713155928e-02,4.276201168574596256e-02,8.291651995151626264e-02,2.692114738237818411e-02,8.454010312986220965e-02,3.083128317959131851e-02,1.028909807237813751e-01,6.648658431781630240e-02,4.537594620266872242e-02,1.244529468039073244e-02,2.884146453223556880e-02,7.214422212849787297e-02,6.013396917349132093e-02,7.498510106471723002e-02,7.568203505008672116e-02,7.703273377065588887e-03,6.737135409341911407e-02,2.971744608469397558e-02,3.022182165003428622e-02,6.546713714543909990e-02,6.601104980240229958e-02,7.374056913598478480e-02,4.795112498032115533e-02,8.190416371179512489e-02,2.290093825652889797e-02,4.222422558297221629e-02,7.840903210756268449e-02,2.040922276855390224e-02,4.984000643650568496e-02,5.217279073017203062e-02,1.450390562859590615e-01,3.144877160499393726e-02,2.825855052886748486e-02,1.127792612725811959e-02,3.584540380805451704e-02,1.393943347508480313e-01
6.433347542323299140e-02,1.898953941668260828e-02,2.474984528012897853e-02,1.185917346739222451e-02,3.897438321709427445e-02,3.838919154927565580e-02,8.895981078454209129e-03,1.162881167981798768e-02,4.001426644940663663e-02,2.435500810339353422e-02,5.136039909887955140e-02,4.603710761092455472e-02,3.977639229943116111e-02,6.477265247102756418e-02,1.345832740987739501e-02,2.230449013005118830e-02,1.580107230514144964e-02,3.943084065363382934e-02,5.311504241448878477e-02,5.780700395607370201e-02,1.610787277804243481e-02,6.566431503416166049e-02,6.069376163694552989e-02,6.970869080367748938e-02,9.239776899784801767e-02,2.773055888281079906e-02,1.347051190325766930e-02,3.820945183768729471e-03,8.413737512941058677e-03,8.902319748309267533e-03,3.537092703178868619e-02,7.157710604150321898e-02,3.463580613726883334e-02,8.482375702711673904e-02,4.092509696672484709e-02,1.817387783746106378e-02,2.326139329234021627e-02,3.769192347653189945e-02,4.752376887541191058e-02,3.535771710999222051e-02,2.250966052483094337e-02,6.771296926555436801e-02,1.225656561384468046e-02,3.488880811985709679e-02,2.655942422465482067e-02,8.407134083886790010e-02,3.950502903797277303e-03,6.570764014783581249e-03,6.023267856153402544e-02,8.682804697920539633e-03,1.119953126297325990e-02,2.116618165493331163e-02,6.784515707949426155e-02,3.695629146095871786e-02,1.002387190759594475e-02,2.730964358492383656e-02,5.232717636285208127e-03,6.973575542424256639e-03,6.582893897764634239e-02,5.696849462447468697e-03,3.003359470670107986e-02,1.521751947851261375e-02,5.540008746436366621e-02,3.387077213940606346e-02,6.843430053722054929e-02,3.214348427573000821e-02,5.956051184297044693e-02,3.327846989515340949e-03,4.845484493271263321e-02,1.450252562554430608e-02,5.061487168408528026e-02,2.350194675564198227e-02,9.364815660624967175e-02,6.842659958136489140e-02,7.697311139538812012e-03,8.022187260674991383e-02,9.770026271707393795e-03,7.181356498479260497e-02
1.652541119006381218e-02,1.015743928332036271e-02,6.342574994946711953e-02,6.671362902149326202e-02,8.007176741889197175e-03,2.997918824601773780e-02,4.150096723742791732e-02,1.914659590936877154e-01,7.544048880711883009e-02,1.537814064987583912e-02,3.686399903625951074e-02,2.609511217014542570e-02,3.539545526869344871e-02,1.131718029500974332e-01,2.236587497565869498e-01,4.054079741598341780e-02,5.587633522433676364e-02,7.571189300179914650e-02,6.045172059036139911e-02,4.851318166980021773e-02,6.183853290143196541e-02,4.814381268957027699e-02,3.708456969819992621e-02,8.876634499155450914e-03,7.393710884764939650e-02,5.504230679968010603e-02,2.210834863935050021e-01,3.196141097973815431e-02,3.515576665562516329e-02,1.025476611472488780e-01,1.215911727659575586e-01,8.028839333184374649e-02,5.539214854374867325e-02,7.766715343632546453e-02,1.015384966441543191e-01,3.904632166497162826e-02,4.893018701449052682e-02,3.932987320759296496e-02,1.905713350246451832e-01,1.593802206042457467e-02,2.866353463498911430e-02,5.487518501189176529e-02,8.828707519942531612e-02,5.321109922326370256e-01,7.812189381269417365e-02,2.698767341152897778e-02,2.179809511660393828e-02,2.806452508333036680e-02,3.337289551896243101e-01,1.247952277245551328e-01,1.974077710360380017e-02,4.988498289472106245e-02,1.422214901277199864e-02,5.914669628489899189e-02,7.789542035841383327e-02,3.431497464777138583e-03,1.821182367638300194e-03,5.220495350914651500e-02,5.166357131571751304e-02,6.016346535833733133e-02,6.099112032156782381e-02,5.740107671870847521e-03,1.112838625861251561e-02,1.046976547548292800e-02,4.674763020234162791e-02,6.482272569354681491e-02,4.858243462527203627e-02,1.426687800603340384e-01,6.763543254711558601e-03,6.932046206446729197e-02,1.120782045558393891e-02,6.161436733295615198e-02,7.426618010049088059e-02,7.145424738569262912e-02,2.115180523292707615e-02,1.579492066667061503e-02,4.677580339939309967e-03,1.006056314891616010e-01
2.270838530025101349e-03,5.208100220483879300e-02,7.921998377821999615e-02,2.557535377299584647e-02,5.122027122482915307e-02,3.147035582856624186e-02,2.867909375539245617e-02,4.764402811835374840e-02,2.726111542336756566e-02,3.501739026080262496e-02,3.917617713527887791e-02,1.086897225275182399e-01,2.844315509405110839e-02,8.539420127467513277e-02,2.139029069762388158e-02,6.238546525277214455e-02,1.682243783030134762e-02,3.006161810826321265e-02,9.619015794527159199e-03,4.184349674702401295e-02,3.650663489729006478e-02,5.778655282502267315e-02,2.527415814542416372e-02,7.028260067595505645e-02,6.144335145584323143e-02,5.574730298867403705e-02,5.140290672422059837e-02,4.282015175143283336e-02,1.563111023712285275e-02,1.794063865162195126e-01,1.683563040948990799e-02,1.337711523993789231e-01,5.632713153696059655e-02,3.766791132320693875e-02,6.415019003175960466e-02,2.450033709722718514e-02,3.550307198979931605e-02,7.243750151545881588e-02,1.120228242801523805e-01,4.923965066853686068e-02,4.969971265646611069e-02,4.679258807762233519e-02,2.584560817832027430e-02,1.489949896019496234e-01,1.731245960660839772e-02,6.131546244394800449e-02,3.352377652282633597e-02,3.081422455892430384e-02,9.714435349762223781e-02,6.968845605794767029e-02,6.354501822642834308e-02,7.588114575206761359e-02,3.105871601988830985e-02,8.631207731003892603e-02,5.419556630361462707e-02,9.642005050762804050e-03,7.971140753589717187e-02,3.686996161702799785e-02,4.136822501571526395e-02,3.238048029716282528e-02,8.339456854916263082e-03,1.264797962961500093e-02,5.023893421057495923e-02,4.090475000308892856e-02,5.566089226268414571e-04,1.771583941206628654e-01,4.134609577076087811e-02,2.238636104289535092e-02,5.206255068253831664e-02,2.543491818957066899e-02,3.131169686690675469e-02,4.717241470072551512e-02,1.753663223837307328e-01,2.095991651606865860e-02,3.634993226450395493e-02,7.107909974828789668e-03,2.741131800923986284e-02,9.729099937233148809e-02
1.741728258774479995e-02,7.075332591546988625e-02,3.700814872577067038e-02,4.571852080166959043e-02,3.471879111201795626e-02,2.985644657518171999e-02,1.289559832216338568e-02,1.169583089172893386e-01,5.471187448243752631e-03,2.347136836521565920e-02,7.613483542116547542e-02,7.522909498686675134e-02,1.031972425532212473e-03,8.306656929820674384e-02,3.653923465686621536e-03,5.678948252435833677e-02,2.759833672699927784e-02,2.476259109230362354e-03,1.258469909202349600e-02,2.058967091814853725e-02,6.553629643764118107e-02,2.404395503956085339e-02,9.183726906558142833e-02,4.639743695260929029e-02,5.351781162994152102e-02,4.743342315972863543e-02,1.006472523346530756e-01,4.242306256313119889e-02,3.826486061056447174e-02,1.741540125661267813e-01,1.373459523115939419e-02,1.398010237783877119e-01,3.661435849564253359e-02,2.899832140735803671e-02,3.293041675217121822e-02,6.605581083489664440e-02,3.065432399479295703e-02,1.651058550851634485e-02,6.171073953024658332e-02,3.792063003749553216e-03,6.055199464964178963e-02,7.364227374631783507e-02,3.216507139557416017e-02,1.492923196278502229e-01,5.247952988463950447e-02,7.224090149880328660e-02,1.513903067255362167e-02,1.175734169816434159e-02,9.332220934560206405e-02,5.214588487787322896e-02,2.411308752787060319e-02,1.438702540571751461e-02,1.178698766068570804e-02,3.283819834080498740e-02,4.353094573328877490e-03,8.478685347468520317e-02,5.820056942709534581e-02,5.395618375560167629e-02,6.141059078410654459e-02,4.255409941902484755e-02,2.103464903961666140e-03,5.850335565037279029e-03,2.773462986970085670e-02,8.814117566863730047e-02,1.247357196407575253e-02,1.493423026554250854e-01,2.239077254227898883e-02,2.392997323972098980e-02,8.352700245999350459e-02,2.088745139070126867e-03,2.569848677777571838e-02,3.774255267490860682e-02,3.564003039609357770e-02,4.806313719232020720e-02,3.839697682216584862e-02,6.380887902298305880e-02,2.314890225744192093e-02,2.853887582430920597e-02
6.830740453625862296e-02,1.324343055563484417e-02,3.235885812551293761e-02,3.039952634180095176e-02,7.007723715255177732e-02,2.093359310219996758e-02,6.973039908375376628e-02,2.301863470946298798e-02,3.600488100406693676e-02,5.645828366637826307e-02,6.461974265776221360e-02,3.989752540048528695e-02,6.703403614202738288e-03,1.667163611676952817e-02,2.565041572118546831e-02,5.399196213757533752e-02,4.282749423701223690e-02,3.497386619116403528e-02,5.219014276283032161e-02,1.162698329663874007e-02,3.231366011820745177e-02,4.540248027374513013e-04,6.765182246073399297e-02,7.744695953483105022e-02,6.189836489967065480e-02,4.442341581053965704e-02,2.462790988512265911e-02,2.105493602082278773e-02,6.480316153821168157e-02,2.855846464623462005e-02,1.057158481895223434e-02,6.207800099213453549e-02,2.494562874792086854e-02,7.958590953147744174e-02,2.259668572421154667e-02,8.514305194278899702e-02,2.236900829370924715e-02,1.464548198694173298e-01,1.661040780935774119e-02,4.743878761960737545e-02,2.534792601220184002e-02,6.417796458809912896e-02,1.565493199790586945e-02,1.103524650497635096e-02,1.508670467838716918e-03,5.732475527447882663e-02,4.241986572707322212e-02,7.701263515130867508e-03,6.503069493408530910e-02,4.412204583726896806e-02,4.949391903079779220e-02,6.547276203113200355e-02,3.226432900052519925e-02,7.991593087747272950e-02,7.593525639254679327e-02,8.793626190787326435e-02,7.290157376425204609e-03,4.618619248822543322e-02,2.423933861137558127e-02,4.322316955704737923e-02,7.902990320440342331e-02,6.134064338161337310e-02,3.131653767294077101e-02,5.332057335313176299e-02,3.860856759007721267e-02,6.450127366067130719e-02,1.095803195680865663e-02,2.143480128516989103e-02,2.047671909919239822e-02,1.664877141465015073e-02,6.842980390651944023e-02,2.024287612183292909e-02,9.306327398752789470e-02,2.209205753629017374e-02,2.839682445767489558e-02,3.025416284215599189e-02,5.921309594181708644e-03,8.117218388225536096e-02
6.319350391426629965e-02,4.539942392846612468e-02,6.246207543755732255e-02,1.552607048999160577e-02,2.356626083443607439e-02,2.798366767909198083e-02,7.703442223891915873e-03,1.818934656185314247e-01,8.883508166745630874e-02,1.249391664733307157e-02,3.009305445749940397e-02,9.318911404984120406e-02,3.250381862928780619e-02,1.920921982978591180e-01,2.237844529986061370e-01,1.568088865836148038e-02,2.194693915787971489e-02,5.344481757935665850e-02,7.424320478729293238e-02,6.413226651394844484e-03,7.112116823229054641e-02,1.034981699093507485e-01,5.529739730447227886e-02,6.285699866365677957e-02,4.472948537331356694e-02,6.292767172114661911e-02,1.000000000000000000e+00,9.447652440259383944e-02,6.404970530758109792e-02,6.988933501270463977e-02,2.278752528961051904e-02,3.938476708965262148e-03,1.115030296976490254e-01,5.126687626210886528e-02,2.542472320176358824e-01,7.445476309008303151e-02,4.375761703663352820e-02,9.621358896795887544e-03,5.818674126735052382e-02,3.448979600276792703e-03,8.693169868671148104e-02,2.846691723287966130e-02,3.798517741015389193e-01,9.796061942647679155e-01,6.221865333710102641e-02,4.997470624155748303e-02,2.908991358035067920e-02,1.789041404666943946e-02,3.953252783801110559e-01,8.771420684513876742e-02,8.782654402968331775e-02,2.668301452131085355e-02,1.248720719575219587e-02,4.834389659880466289e-02,8.757866386520601898e-02,5.782395387728030134e-02,2.639723284981754410e-03,1.905508206386739151e-02,2.008959072764486889e-02,7.335480682822494158e-02,3.258575545661527434e-02,2.137772416382585638e-02,9.604995205753749654e-02,7.127038043061040447e-03,2.707865659076849618e-02,1.228361136256306621e-02,4.736886910897836200e-02,2.538882193961018371e-03,2.300793808441397442e-02,1.773929834640941561e-02,3.180151450203264063e-02,3.717561667417295518e-02,3.265286324388042005e-01,6.119265945230986659e-02,1.041910205165598319e-01,2.390416702783737177e-02,6.628442819051429125e-02,2.831170373436211474e-01
4.822725368890024705e-02,3.664838804054992849e-03,2.183553497075019570e-02,1.279667575669585472e-04,5.064119189749822364e-02,5.553444635110202365e-02,8.931660419784510918e-02,5.811486302778404167e-02,2.639829442928641121e-02,2.659124508303303130e-02,4.532449365045444767e-02,4.931576409970027386e-02,6.974933987265326263e-02,1.757696857032113244e-02,3.234580927684432144e-02,5.919467701198041776e-02,1.196857772142131265e-02,4.509849286685693216e-03,2.448558942531115640e-02,6.384058086347568772e-02,5.742997267133523320e-02,2.887373723232628669e-02,5.673432156724419334e-02,5.277506194226725539e-02,1.912189903535801636e-02,5.690329067494914045e-02,1.464380587066093850e-02,8.221187380546474133e-02,5.697659740956426827e-02,9.952908578458082023e-02,2.275983181967681374e-02,2.190181103017598344e-02,7.338329448643118869e-02,1.769637923837233048e-02,3.292312928076393530e-02,7.792197240242240697e-02,2.567425999070026277e-02,1.104448893301946261e-01,4.300987968151995244e-02,2.187055439830811951e-02,6.042361880242212713e-02,8.560024754404108038e-03,1.614556876774324301e-02,1.004760600718030000e-01,4.135980824331097344e-03,2.581091955509899269e-02,1.438620043990814987e-02,3.750307070277796636e-03,4.114300520500909636e-02,6.058681183230746337e-03,5.508192595982518147e-02,6.304368311121831547e-02,4.309477988047349245e-02,9.890830023938770865e-02,8.469870417164036824e-03,3.275000744644227055e-03,6.169112844610041835e-02,4.315641403328664832e-02,3.095269051114477032e-02,2.965796438399696117e-02,5.267404189607947929e-02,7.935459182726917193e-02,1.121327309794244859e-02,1.044497117146946357e-03,3.452111964168071839e-02,8.675503857303334954e-02,5.631440481748501564e-02,1.652890748484134656e-02,7.829097945899551880e-02,3.576955817218356593e-02,1.834282832587036047e-02,1.559089154827705132e-02,9.545653574419588061e-02,2.114957197008246123e-02,2.891378807570065337e-02,1.897296866311569755e-02,1.275189778743907390e-02,4.864927750342911555e-02
1.510238998698179916e-02,3.897252714508350063e-02,4.594261312212171355e-04,1.697374881939505559e-02,7.031968457165424860e-03,2.005725041647585249e-02,1.580644355160661790e-02,1.697548807378550240e-02,7.480326214285633324e-02,6.104048134904705575e-02,5.264489990837606381e-02,4.225778338563784819e-02,4.902643282532145874e-02,4.643289967993979167e-02,3.609096047156628434e-02,1.229363079355908633e-02,4.733833911351146423e-02,1.624111178264880245e-02,2.504284530355170655e-03,5.241060261199173564e-02,5.821528839659041721e-02,8.033313903644793974e-02,1.577489121993456284e-02,5.391982609081836207e-03,5.053528768402290421e-03,7.452606049567035706e-02,8.000235200651482914e-02,5.363563476947933589e-02,2.596028743273759778e-02,9.852375679995158120e-02,2.751215705984020807e-02,4.471622454452416073e-02,3.312011762512535873e-02,1.950312495730466625e-02,3.241184573373601108e-02,2.520009724842692256e-02,1.455750846566869136e-02,1.322035193977057488e-01,5.362824728515307171e-02,6.903111062275180121e-02,2.353795300038696164e-02,7.705458980194468399e-02,3.045453751247742188e-02,1.352059017752542391e-01,7.189855495372809990e-02,5.535413048098054151e-02,6.964244346815946785e-02,1.155660773339052018e-02,6.655359287066581198e-02,4.057979169976976691e-02,9.974761722777315820e-03,8.802397665053690937e-03,7.171077293799722752e-02,8.372270196926966113e-02,4.270090173082603108e-02,8.206692244624073929e-02,2.920113957292989025e-03,3.081930048738021344e-02,3.684168225075652031e-02,3.990124832508253061e-02,1.447860969719081022e-02,7.679755249122822980e-02,1.611083602697961289e-02,6.994007871842504442e-02,4.083202556894164476e-02,4.321784200885506189e-02,3.994837421867077076e-02,2.641083477589993567e-02,4.062435197088615918e-02,1.724188981597451348e-02,7.831105036284717602e-02,1.768746649021418413e-02,5.395188286657697646e-02,2.409216527251547418e-02,2.777643300116329136e-02,1.634976491645440469e-02,7.078570485328180596e-03,9.005140766951781617e-02
